Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
NeuN_minus.B44_T1_HS	(1, 0.4852201249220268)	(2, 0.0010925336560200555)	(3, 0.0027435226493972187)	(4, 0.030768229777246345)	(5, 0.0)	(6, 0.000715797912564864)	(7, 8.864370434239801e-06)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0035302355254360008)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.00011302072303655745)	(16, 0.00035679090997815197)	(17, 0.0)	(18, 0.0)	(19, 0.0007778485056045424)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.001077021007760136)	(26, 0.00029917250215559326)	(27, 0.0)	(28, 0.0)	(29, 0.000711365727347744)	(30, 0.0)	(31, 0.0010881014708029354)	(32, 0.0015158073442550059)	(33, 0.00021274489042175522)	(34, 8.864370434239801e-06)	(35, 0.00015291038999063657)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0010570761742830963)	(42, 2.2160926085599503e-06)	(43, 0.0)	(44, 8.864370434239801e-06)	(45, 0.005225546370984363)	(46, 0.00036343918780383185)	(47, 0.0002792276686785537)	(48, 0.005252139482287082)	(49, 0.005657684429653553)	(50, 6.648277825679852e-05)	(51, 0.008268241522537174)
NeuN_minus.B45_T2_HS	(1, 0.876151605123794)	(2, 0.008388322451867427)	(3, 0.0)	(4, 0.002875942387387101)	(5, 0.003530337147008953)	(6, 0.00018104293061584374)	(7, 0.00042809109635204724)	(8, 0.0)	(9, 0.0)	(10, 6.60052351203597e-05)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 4.337486879337923e-05)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.00557272770801894)	(21, 0.0)	(22, 0.0)	(23, 0.00021876020782747786)	(24, 0.0)	(25, 9.429319302908528e-06)	(26, 0.0)	(27, 0.0)	(28, 0.003877336097355987)	(29, 0.00038471622755866793)	(30, 0.0)	(31, 0.00018481465833700714)	(32, 0.0)	(33, 0.0018292879447642544)	(34, 8.297800986559504e-05)	(35, 0.0)	(36, 0.0005657591581745117)	(37, 0.00038848795527983134)	(38, 0.0)	(39, 0.0003413413587652887)	(40, 0.00048089528444833496)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0004337486879337923)	(45, 7.166282670210481e-05)	(46, 3.771727721163411e-05)	(47, 4.714659651454264e-05)	(48, 0.004311084785289779)	(49, 0.0015068052246047826)	(50, 0.0003507706780681972)	(51, 0.0016557884695907374)
NeuN_minus.B46_T2_HS	(1, 0.4455341390253927)	(2, 0.008132103163958519)	(3, 0.0005113120977338647)	(4, 0.0003116762986186507)	(5, 0.0)	(6, 0.0)	(7, 0.003112688786204563)	(8, 0.003076020986367075)	(9, 0.0)	(10, 0.0)	(11, 2.6482299882630445e-05)	(12, 0.0028560141873421453)	(13, 0.0)	(14, 0.0003605666984019684)	(15, 0.0002790826987631055)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 1.425969993680101e-05)	(20, 0.0025097071888769778)	(21, 0.0)	(22, 0.0)	(23, 0.0014035618937794135)	(24, 0.0)	(25, 0.0)	(26, 0.0008576190961990321)	(27, 0.0)	(28, 0.0057649929744495515)	(29, 0.015084725433144496)	(30, 0.002238772890077759)	(31, 0.0)	(32, 0.0009859563956302413)	(33, 0.0)	(34, 0.0)	(35, 0.00012426309944926596)	(36, 0.0)	(37, 0.006673539570422872)	(38, 0.0015054168933279924)	(39, 1.8333899918744157e-05)	(40, 0.0)	(41, 6.518719971109033e-05)	(42, 0.006651131470522186)	(43, 0.012145190146172517)	(44, 0.0)	(45, 1.0185499954857865e-05)	(46, 3.4630699846516736e-05)	(47, 0.00835414706297442)	(48, 0.0002485261988985319)	(49, 0.0)	(50, 0.012094262646398228)	(51, 0.002108398490655578)
NeuN_minus.B47_T2_HS	(1, 0.33907346452572945)	(2, 0.010427606066565977)	(3, 0.00433988800528431)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.00010204952556247842)	(9, 0.0)	(10, 0.0)	(11, 0.00308931745566412)	(12, 8.535051228861832e-05)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.002206125198068852)	(19, 4.6386147982944745e-05)	(20, 7.421783677271158e-05)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.004358442464477487)	(27, 0.003766555216215113)	(28, 0.000996374458673653)	(29, 0.0)	(30, 0.0)	(31, 0.0003339802654772021)	(32, 0.0002857386715749396)	(33, 0.002907483755570976)	(34, 0.0)	(35, 0.0008071189749032385)	(36, 0.0)	(37, 0.0002152317266408636)	(38, 0.002425067816548351)	(39, 0.0025011410992403804)	(40, 0.0)	(41, 0.0)	(42, 0.007479302500770009)	(43, 0.0005788991268271504)	(44, 0.0036756383661685414)	(45, 0.003432574950737911)	(46, 0.001781228082545078)	(47, 0.0011837744965247498)	(48, 0.0)	(49, 0.0038314958233912357)	(50, 5.566337757953369e-06)	(51, 0.0)
NeuN_minus.B48_T2_HS	(1, 0.5083929942942242)	(2, 0.002595672712371443)	(3, 0.0015376943647071515)	(4, 0.010962812544514346)	(5, 0.005224813984071457)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.001401960762985722)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 2.7890466107143007e-05)	(18, 0.0)	(19, 0.0)	(20, 6.321838984285749e-05)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0010282285171500057)	(25, 0.0006042934323214319)	(26, 1.8593644071428675e-06)	(27, 0.0010319472459642913)	(28, 0.005010987077250027)	(29, 0.0)	(30, 0.00033282622887857325)	(31, 0.0006619337289428608)	(32, 0.0)	(33, 0.00011156186442857203)	(34, 0.0)	(35, 0.0011342122883571493)	(36, 0.0030326233480500167)	(37, 0.0)	(38, 1.6734279664285805e-05)	(39, 0.0032873562718285895)	(40, 0.0001710615254571438)	(41, 0.0)	(42, 0.0019355983478357248)	(43, 0.0047655509755071684)	(44, 0.0024785327547214423)	(45, 0.0012067275002357208)	(46, 7.809330510000043e-05)	(47, 0.0)	(48, 0.0)	(49, 0.001541413093521437)	(50, 0.00027518593225714437)	(51, 3.718728814285735e-06)
NeuN_minus.B50_T1_HS	(1, 0.3998308326352857)	(2, 0.02386957967042762)	(3, 0.0011149888719817695)	(4, 0.01449137462128231)	(5, 0.0)	(6, 4.640952640923078e-06)	(7, 0.0)	(8, 0.0008933833833776925)	(9, 0.0008063655213603847)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.001611570804560539)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.00011254310154238465)	(18, 0.0)	(19, 0.0)	(20, 1.6243334243230773e-05)	(21, 0.0)	(22, 5.105047905015386e-05)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.005934618189580386)	(27, 0.004318406432378924)	(28, 0.010017496275432464)	(29, 0.005658481507445463)	(30, 0.00826205593900331)	(31, 0.0013307931697846926)	(32, 3.5967382967153855e-05)	(33, 0.0016034491374389236)	(34, 0.008281779987727233)	(35, 0.0)	(36, 0.0)	(37, 0.004113044278018078)	(38, 0.006102852722813848)	(39, 0.004277798096770848)	(40, 0.009501190294129772)	(41, 0.004219786188759308)	(42, 0.0)	(43, 0.004718688597658539)	(44, 0.0)	(45, 1.0442143442076926e-05)	(46, 0.007031043250998464)	(47, 0.0)	(48, 0.002481749424733616)	(49, 0.0003445907335885385)	(50, 0.0)	(51, 0.0032486668486461545)
NeuN_minus.B51_T1_HS	(1, 0.9652813810070087)	(2, 0.008713886151117454)	(3, 0.0)	(4, 0.003041184823758359)	(5, 0.003696654136010557)	(6, 0.0002024243464308258)	(7, 0.000523732832828962)	(8, 0.0)	(9, 0.0)	(10, 7.229440943958065e-05)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 4.177010323175771e-05)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.005741782651934694)	(21, 0.0)	(22, 0.0)	(23, 0.0002554402466865183)	(24, 0.0)	(25, 1.1245797023934768e-05)	(26, 0.0)	(27, 0.0)	(28, 0.004130420592648041)	(29, 0.00036950475935785664)	(30, 0.0)	(31, 0.00022652248291068602)	(32, 0.0)	(33, 0.0017302461992539633)	(34, 6.104861241564588e-05)	(35, 0.0)	(36, 0.0006570758546841886)	(37, 0.00040163560799767024)	(38, 0.0)	(39, 0.00038557018367776344)	(40, 0.00046268422041331617)	(41, 1.606542431990681e-06)	(42, 0.0)	(43, 0.0)	(44, 0.00045625805068535345)	(45, 9.31794610554595e-05)	(46, 5.3015900255692476e-05)	(47, 2.891776377583226e-05)	(48, 0.005152181579394114)	(49, 0.001646705992790448)	(50, 0.00037753747151781004)	(51, 0.0017607705054617864)
NeuN_minus.B52_T1_HS	(1, 0.38293190956191037)	(2, 0.013400210930061895)	(3, 0.0)	(4, 0.017981595473605623)	(5, 0.0031242873884225735)	(6, 0.0)	(7, 0.0002422847595143319)	(8, 1.5248691158244664e-05)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.00034563699958687906)	(13, 0.0)	(14, 0.0)	(15, 0.00013215532337145376)	(16, 0.0)	(17, 0.00011182373516046087)	(18, 0.0013961023904881782)	(19, 0.0)	(20, 0.0)	(21, 6.438336266814414e-05)	(22, 0.0)	(23, 3.3885980351654812e-06)	(24, 0.0)	(25, 0.004154421191112879)	(26, 0.0)	(27, 0.0)	(28, 0.00036596858779787194)	(29, 0.0)	(30, 0.0036173284025391513)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0020738219975212743)	(35, 0.002438096286301564)	(36, 0.0)	(37, 0.0007285485775605784)	(38, 0.00025583915165499385)	(39, 4.574607347473399e-05)	(40, 0.0003896887740440303)	(41, 1.0165794105496445e-05)	(42, 0.0009538903468990829)	(43, 0.0002083987791626771)	(44, 0.0010691026800947094)	(45, 0.0021331224631366704)	(46, 0.0007878490431759744)	(47, 0.0009132271704770971)	(48, 0.00024397905853191463)	(49, 0.0)	(50, 0.0016112783657211865)	(51, 8.471495087913702e-06)
NeuN_minus.B53_T1_HS	(1, 0.36876544723472177)	(2, 0.013425781592893624)	(3, 0.0)	(4, 0.016989077213880214)	(5, 0.0031321849362697363)	(6, 0.0)	(7, 0.00018570921803187426)	(8, 8.290590090708673e-06)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.00032499113155577995)	(13, 0.0)	(14, 0.0)	(15, 0.00012104261532434662)	(16, 0.0)	(17, 0.00012270073334248835)	(18, 0.0013463918307310885)	(19, 0.0)	(20, 0.0)	(21, 5.8034130634960715e-05)	(22, 0.0)	(23, 1.6581180181417344e-06)	(24, 0.0)	(25, 0.004070679734537958)	(26, 0.0)	(27, 0.0)	(28, 0.0003879996162451659)	(29, 0.0)	(30, 0.003510235844406052)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0020079809199696403)	(35, 0.00240924548035994)	(36, 0.0)	(37, 0.0007229394559097963)	(38, 0.00026529888290267753)	(39, 4.3111068471685096e-05)	(40, 0.0003299654856102052)	(41, 9.948708108850407e-06)	(42, 0.0009235717361049461)	(43, 0.00017410239190488212)	(44, 0.0010363237613385842)	(45, 0.002017929628078491)	(46, 0.0008041872387987412)	(47, 0.0009318623261956549)	(48, 0.00023213652253984286)	(49, 0.0)	(50, 0.0015901351793979235)	(51, 9.948708108850407e-06)
NeuN_minus.B54_T1_HS	(1, 0.3279431967891471)	(2, 0.001741690401896032)	(3, 0.0029643726148342064)	(4, 0.01795340686597294)	(5, 0.004692456060465425)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.00020021664218224474)	(12, 0.0034017390662031883)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0002701952744012818)	(18, 0.0005889868211768947)	(19, 0.0)	(20, 0.0004645803638986068)	(21, 0.00032462309946053276)	(22, 0.0012149068093582813)	(23, 0.0)	(24, 0.004017939799909708)	(25, 0.0)	(26, 0.00982616627408978)	(27, 5.054012326930451e-05)	(28, 0.0016211716464076906)	(29, 0.008090307424878668)	(30, 0.0)	(31, 8.747329027379626e-05)	(32, 0.0049568197821817876)	(33, 0.0)	(34, 0.0030324073961582702)	(35, 0.008926163309717164)	(36, 3.1101614319572004e-05)	(37, 0.010267420427248706)	(38, 3.304546521454525e-05)	(39, 0.001825275990379882)	(40, 0.0030207442907884308)	(41, 0.0)	(42, 0.013272613910877352)	(43, 0.0)	(44, 8.358558848384975e-05)	(45, 0.0011624228351940036)	(46, 0.0015123159962891887)	(47, 0.004692456060465425)	(48, 0.0)	(49, 3.693316700449175e-05)	(50, 5.831552684919751e-06)	(51, 0.0)
NeuN_minus.B55_T1_HS	(1, 0.32375993177659446)	(2, 0.0015304888899766204)	(3, 0.002944847818879137)	(4, 0.01690297582678596)	(5, 0.0042933419937396244)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.00020799396013272301)	(12, 0.0035289641902518675)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.00022532679014378325)	(18, 0.0006326482954036992)	(19, 0.0)	(20, 0.0004991855043185353)	(21, 0.0003258572042079327)	(22, 0.0012184979497775357)	(23, 0.0)	(24, 0.004147746221646718)	(25, 0.0)	(26, 0.009995843067378447)	(27, 6.239818803981691e-05)	(28, 0.0014663574189356973)	(29, 0.008184562331222651)	(30, 0.0)	(31, 9.359728205972537e-05)	(32, 0.004988388477183141)	(33, 0.0)	(34, 0.003002046157915636)	(35, 0.009227998697888479)	(36, 4.6798641029862684e-05)	(37, 0.009995843067378447)	(38, 1.9066113012166276e-05)	(39, 0.0018788787731989312)	(40, 0.003092176873973149)	(41, 0.0)	(42, 0.012822827642182375)	(43, 0.0)	(44, 8.666415005530127e-05)	(45, 0.0011699660257465671)	(46, 0.0013727601368759721)	(47, 0.004759595121037145)	(48, 0.0)	(49, 4.3332075027650635e-05)	(50, 6.9331320044241e-06)	(51, 0.0)
NeuN_minus.B56_T1_HS	(1, 0.4978351469136185)	(2, 0.0027451221744641623)	(3, 0.0015992225511786632)	(4, 0.010769567613350801)	(5, 0.005079420445525144)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0014811697053731517)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 2.990672093739626e-05)	(18, 0.0)	(19, 0.0)	(20, 7.240574542738042e-05)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.001053031384585163)	(25, 0.0005997084566919987)	(26, 1.5740379440734876e-06)	(27, 0.0010671977260818246)	(28, 0.005088864673189584)	(29, 0.0)	(30, 0.0003053633611502566)	(31, 0.0007240574542738042)	(32, 0.0)	(33, 0.00011018265608514411)	(34, 0.0)	(35, 0.00112386309206847)	(36, 0.0029654874866344503)	(37, 0.0)	(38, 9.444227664440925e-06)	(39, 0.0033212200619950586)	(40, 0.00013851533907846688)	(41, 0.0)	(42, 0.0017676446111945265)	(43, 0.004714243642500095)	(44, 0.0023547607643339373)	(45, 0.0012608043932028634)	(46, 9.129420075626226e-05)	(47, 0.0)	(48, 0.0)	(49, 0.00156616775435312)	(50, 0.00029277105759766865)	(51, 1.5740379440734876e-06)
NeuN_minus.B57_T2_HS	(1, 0.513111044927388)	(2, 0.0037539506496623892)	(3, 0.0)	(4, 0.011528562474718064)	(5, 0.0)	(6, 0.0009045931997706289)	(7, 0.0)	(8, 0.0)	(9, 2.2225877144241495e-05)	(10, 0.0)	(11, 0.0)	(12, 8.890350857696598e-05)	(13, 0.0)	(14, 2.2225877144241495e-05)	(15, 2.22258771442415e-06)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 2.22258771442415e-06)	(21, 0.00039339802545307453)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 2.0003289429817347e-05)	(27, 0.0010446162257793505)	(28, 2.4448464858665647e-05)	(29, 0.000666776314327245)	(30, 0.0)	(31, 0.0)	(32, 0.0)	(33, 0.0003000493414472602)	(34, 0.0)	(35, 0.0013780043829429729)	(36, 0.0023692785035761437)	(37, 0.015562559176397896)	(38, 0.02951596484755271)	(39, 0.011799718175877811)	(40, 0.007494565773038233)	(41, 0.019320955001489133)	(42, 0.014684637029200358)	(43, 0.01860083658201571)	(44, 0.026562145775083014)	(45, 0.015695914439263346)	(46, 0.014206780670599165)	(47, 0.016751643603614818)	(48, 0.018409694038575234)	(49, 0.006681098669558994)	(50, 0.013411094268835319)	(51, 0.0061210065655241085)
NeuN_minus.B58_T1_HS	(1, 0.4345168106759752)	(2, 0.008236724031309496)	(3, 0.0005302111908859921)	(4, 0.0002913248301571385)	(5, 0.0)	(6, 0.0)	(7, 0.0026898992651175784)	(8, 0.003128828675887667)	(9, 0.0)	(10, 0.0)	(11, 3.884331068761846e-05)	(12, 0.0028161400248523385)	(13, 0.0)	(14, 0.0003612427893948517)	(15, 0.00033599463744789974)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 2.1363820878190155e-05)	(20, 0.0023966322694260593)	(21, 0.0)	(22, 0.0)	(23, 0.0013342677221196942)	(24, 0.0)	(25, 0.0)	(26, 0.000856495000661987)	(27, 0.0)	(28, 0.00580513278226458)	(29, 0.013750531983416935)	(30, 0.0022878709995007274)	(31, 0.0)	(32, 0.0010545958851688414)	(33, 0.0)	(34, 0.0)	(35, 8.739744904714154e-05)	(36, 0.0)	(37, 0.006465469063954093)	(38, 0.0015537324275047386)	(39, 2.9132483015713846e-05)	(40, 0.0)	(41, 4.466980729076123e-05)	(42, 0.006407204097922665)	(43, 0.011111129022193262)	(44, 0.0)	(45, 5.82649660314277e-06)	(46, 2.1363820878190155e-05)	(47, 0.008312468487150351)	(48, 0.0002738453403477102)	(49, 0.0)	(50, 0.01119075780910288)	(51, 0.0020509268043062546)
NeuN_minus.B59_T1_HS	(1, 0.4615045090610804)	(2, 0.008289816969362209)	(3, 0.000517030396346981)	(4, 0.0003812738118312932)	(5, 0.0)	(6, 0.0)	(7, 0.0035989937086499343)	(8, 0.0031628395754186825)	(9, 0.0)	(10, 0.0)	(11, 2.888437968418888e-05)	(12, 0.002930320318960962)	(13, 0.0)	(14, 0.00034227989925763826)	(15, 0.00032639349043133434)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 2.021906577893222e-05)	(20, 0.0026718051207874714)	(21, 0.0)	(22, 0.0)	(23, 0.001379229129920019)	(24, 0.0)	(25, 0.0)	(26, 0.0008766409234151326)	(27, 0.0)	(28, 0.006025281602121801)	(29, 0.016298011236803578)	(30, 0.002248648958414104)	(31, 0.0)	(32, 0.0011510425304149267)	(33, 0.0)	(34, 0.0)	(35, 0.00011409329975254609)	(36, 0.0)	(37, 0.006718506714542334)	(38, 0.001493322429672565)	(39, 2.4551722731560548e-05)	(40, 0.0)	(41, 6.210141632100609e-05)	(42, 0.006972689255763196)	(43, 0.013366246698858403)	(44, 0.0)	(45, 8.665313905256664e-06)	(46, 3.177281765260777e-05)	(47, 0.008512226692930462)	(48, 0.00023540769442613937)	(49, 0.0)	(50, 0.01330125684456898)	(51, 0.0022240972356825438)
NeuN_minus.B60_T1_HS	(1, 0.6937455165658659)	(2, 0.002419081340006677)	(3, 3.7360329575392694e-05)	(4, 0.004378941962315818)	(5, 0.0)	(6, 0.0028004680377554775)	(7, 0.0003097793993959644)	(8, 0.0)	(9, 1.401012359077226e-05)	(10, 0.0)	(11, 0.0)	(12, 0.0007082895815334865)	(13, 0.0)	(14, 0.0)	(15, 0.00012764779271592504)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 5.2927133565139644e-05)	(20, 9.340082393848174e-06)	(21, 0.0)	(22, 0.0)	(23, 0.0003097793993959644)	(24, 0.0)	(25, 4.670041196924087e-06)	(26, 5.137045316616495e-05)	(27, 0.0)	(28, 0.00042808710971804125)	(29, 0.0)	(30, 9.340082393848174e-06)	(31, 0.0007269697463211829)	(32, 0.0008468341370422343)	(33, 0.00022571865785133086)	(34, 7.939070034770947e-05)	(35, 0.0)	(36, 0.0005821984692165361)	(37, 6.382389635796252e-05)	(38, 0.0009838220121520076)	(39, 0.00038605673894572445)	(40, 0.00016033808109439365)	(41, 2.1793525585645738e-05)	(42, 0.0013916722766833779)	(43, 0.0005604049436308904)	(44, 0.00018368828707901406)	(45, 4.670041196924087e-06)	(46, 0.0035118709800869134)	(47, 0.00026463566782569827)	(48, 0.0020112310754753066)	(49, 0.00019769841066978632)	(50, 0.0001027409063323299)	(51, 0.0013729921118956815)
NeuN_minus.B61_T1_HS	(1, 0.7093834482286742)	(2, 0.0025767087754691364)	(3, 2.794021563761714e-05)	(4, 0.004911269015412258)	(5, 0.0)	(6, 0.0029057824263121826)	(7, 0.0004191032345642571)	(8, 0.0)	(9, 3.104468404179683e-05)	(10, 0.0)	(11, 0.0)	(12, 0.0006612517700902723)	(13, 0.0)	(14, 0.0)	(15, 0.00014591001499644508)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 5.27759628710546e-05)	(20, 1.2417873616718729e-05)	(21, 0.0)	(22, 0.0)	(23, 0.0004066853609475384)	(24, 0.0)	(25, 1.2417873616718729e-05)	(26, 6.829830489195302e-05)	(27, 0.0)	(28, 0.00046567026062695237)	(29, 0.0)	(30, 6.208936808359364e-06)	(31, 0.0009096092424246469)	(32, 0.0008940869004037485)	(33, 0.00023904406712183557)	(34, 6.829830489195302e-05)	(35, 0.0)	(36, 0.0005836400599857803)	(37, 5.27759628710546e-05)	(38, 0.0012666231089053105)	(39, 0.0003694317400973822)	(40, 0.00017385023063406222)	(41, 2.1731278829257777e-05)	(42, 0.0016981442170862864)	(43, 0.000655042833281913)	(44, 0.00017385023063406222)	(45, 3.104468404179682e-06)	(46, 0.0035421984491690174)	(47, 0.00027008875116363236)	(48, 0.002033426804737692)	(49, 0.00018937257265496063)	(50, 9.002958372121079e-05)	(51, 0.0013814884398599587)
NeuN_minus.B62_T1_HS	(1, 0.6827655081777688)	(2, 0.0022792754421344847)	(3, 3.173005255871673e-05)	(4, 0.004322338270776301)	(5, 0.0)	(6, 0.0027975329672601914)	(7, 0.0003155377448894608)	(8, 0.0)	(9, 2.2916149070184303e-05)	(10, 0.0)	(11, 0.0)	(12, 0.0006610427616399318)	(13, 0.0)	(14, 0.0)	(15, 0.00014102245581651879)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 3.701839465183618e-05)	(20, 7.051122790825939e-06)	(21, 0.0)	(22, 0.0)	(23, 0.0002979099379123959)	(24, 0.0)	(25, 1.2339464883945394e-05)	(26, 6.522288581513994e-05)	(27, 0.0)	(28, 0.0004918158146601093)	(29, 0.0)	(30, 7.051122790825939e-06)	(31, 0.0006927728141986485)	(32, 0.00087257644536471)	(33, 0.0002415009555857884)	(34, 5.464620162890103e-05)	(35, 0.0)	(36, 0.0005023924988463482)	(37, 3.701839465183618e-05)	(38, 0.0009483760153660888)	(39, 0.00036665838512294884)	(40, 0.00012515742953716043)	(41, 3.5255613954129696e-05)	(42, 0.0013467644530477546)	(43, 0.0005429364548935973)	(44, 0.00014102245581651879)	(45, 7.051122790825939e-06)	(46, 0.0033422322028514953)	(47, 0.00021153368372477818)	(48, 0.0019267193025931878)	(49, 0.00015865026279358364)	(50, 0.00010047849976926964)	(51, 0.0014172756809560138)
NeuN_minus.B63_T1_HS	(1, 0.3545083233130926)	(2, 0.01695875255938507)	(3, 0.002489416885132375)	(4, 0.07794200012764928)	(5, 0.010593354114453618)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.13317642256416e-06)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0002581143471302633)	(20, 2.13317642256416e-06)	(21, 5.119623414153984e-05)	(22, 0.0)	(23, 0.0)	(24, 0.010002464245403346)	(25, 0.0024510197095262195)	(26, 0.0)	(27, 0.0001386564674666704)	(28, 0.008095404523630986)	(29, 0.007203736778999169)	(30, 0.0)	(31, 0.008470843574002278)	(32, 0.0040338366150688264)	(33, 0.0)	(34, 0.011704739030609547)	(35, 0.008236194167520222)	(36, 0.008699093451216644)	(37, 0.00916412591133563)	(38, 0.0)	(39, 0.010010996951093603)	(40, 0.0)	(41, 0.003639198976894457)	(42, 0.0003754390503712922)	(43, 0.0)	(44, 0.0018878611339692814)	(45, 0.0003157101105394957)	(46, 0.012105776198051608)	(47, 0.004673789541838075)	(48, 0.00769650053261149)	(49, 0.009772081191766417)	(50, 0.009129995088574604)	(51, 0.01108185151522081)
NeuN_minus.B64_T2_HS	(1, 1.2527877047623976)	(2, 0.0)	(3, 0.00023755922001721498)	(4, 0.0)	(5, 0.0007605726640873738)	(6, 0.0)	(7, 7.663200645716614e-06)	(8, 0.0008640258728045482)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.001938789763366303)	(15, 0.0003390966285729601)	(16, 1.3410601130004073e-05)	(17, 0.0)	(18, 0.00017625361485148211)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0003046122256672354)	(25, 0.0)	(26, 0.00021073801775720687)	(27, 1.724220145286238e-05)	(28, 0.0)	(29, 0.006406435739819088)	(30, 0.0026955308271308185)	(31, 1.9158001614291535e-06)	(32, 0.0033449870818553014)	(33, 0.0037722105178540025)	(34, 0.0)	(35, 0.0011111640936289089)	(36, 9.579000807145765e-06)	(37, 0.0038124423212440146)	(38, 0.00019924321678863193)	(39, 0.003042290656349495)	(40, 0.0)	(41, 9.579000807145765e-06)	(42, 0.0)	(43, 0.0016188511364076347)	(44, 0.0)	(45, 0.0036534309078453953)	(46, 0.0)	(47, 0.003423534888473897)	(48, 0.0020326639712763316)	(49, 0.004908280013581491)	(50, 7.663200645716614e-06)	(51, 4.406340371287053e-05)
NeuN_minus.B65_T1_HS	(1, 0.348405384821261)	(2, 0.01687804648839175)	(3, 0.0023253841616683916)	(4, 0.07700783814557778)	(5, 0.010466229918696805)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.0005955945216831e-05)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.00022013103079477025)	(20, 1.2007147134260197e-05)	(21, 7.004169161651782e-05)	(22, 0.0)	(23, 0.0)	(24, 0.009267516396459828)	(25, 0.002339392499991695)	(26, 0.0)	(27, 0.00015809410393442593)	(28, 0.007548493165071577)	(29, 0.007020178691164129)	(30, 0.0)	(31, 0.007838665887482865)	(32, 0.0039003216274455204)	(33, 0.0)	(34, 0.01081443718559035)	(35, 0.008156855286540761)	(36, 0.00812683741870511)	(37, 0.008993353203560888)	(38, 0.0)	(39, 0.009325550940942087)	(40, 0.0)	(41, 0.0035321024486615416)	(42, 0.00040424062018675996)	(43, 0.0)	(44, 0.001749041099223902)	(45, 0.000284169148844158)	(46, 0.011414794542303361)	(47, 0.0044946754105914)	(48, 0.007094222765158733)	(49, 0.00953567601579164)	(50, 0.008487051832732916)	(51, 0.011006551539738514)
