Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
NeuN_minus.B66_T2_HS	(1, 1.2640396798955207)	(2, 0.0)	(3, 0.0002633580598569745)	(4, 0.0)	(5, 0.0006221834164121023)	(6, 0.0)	(7, 4.937963622318272e-06)	(8, 0.000870727585402122)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0019686014974308846)	(15, 0.00032755158694711204)	(16, 1.1521915118742635e-05)	(17, 0.0)	(18, 0.00018928860552220044)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.00024031422961948927)	(25, 0.0)	(26, 0.00020574848426326134)	(27, 1.3167902992848726e-05)	(28, 0.0)	(29, 0.006325531400189707)	(30, 0.0027965333981062484)	(31, 3.2919757482121814e-06)	(32, 0.003458220523496897)	(33, 0.003751206365087781)	(34, 0.0)	(35, 0.0011110418150216113)	(36, 9.875927244636544e-06)	(37, 0.0036557390683896276)	(38, 0.00022550033875253444)	(39, 0.0030384936155998434)	(40, 0.0)	(41, 1.1521915118742635e-05)	(42, 0.0)	(43, 0.0015307687229186644)	(44, 0.0)	(45, 0.003665614995634264)	(46, 0.0)	(47, 0.003341355384435364)	(48, 0.002008105206409431)	(49, 0.004674605562461298)	(50, 4.937963622318272e-06)	(51, 5.596358771960709e-05)
NeuN_minus.B67_T1_HS	(1, 0.33158357059589955)	(2, 0.01056401366451153)	(3, 0.020617605387578147)	(4, 0.025830791283908756)	(5, 0.00010179763438929405)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 9.893009539241255e-05)	(11, 0.0)	(12, 0.0)	(13, 0.0007011132847375322)	(14, 0.0)	(15, 0.0020818333117359855)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.003055362801177262)	(21, 0.0008602616990644568)	(22, 0.0008889370890332721)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.00047457770398389197)	(27, 0.0)	(28, 0.0)	(29, 0.00478305504679838)	(30, 0.0024359743778508535)	(31, 0.00038281645608368326)	(32, 0.0)	(33, 0.0)	(34, 0.005884190021600885)	(35, 0.0009118774010083242)	(36, 0.0)	(37, 0.0026266657211434746)	(38, 0.0046396780969543035)	(39, 0.0)	(40, 0.0003383696016320197)	(41, 0.00017348610931133213)	(42, 0.0)	(43, 0.0)	(44, 0.0054726981755483855)	(45, 0.0)	(46, 0.0)	(47, 0.0008000433801299448)	(48, 0.005323586147710547)	(49, 0.007082821322297361)	(50, 0.001399359030478183)	(51, 0.0006552326607874279)
NeuN_minus.B68_T2_HS	(1, 0.7035114756338876)	(2, 0.003678582634055808)	(3, 0.0)	(4, 0.000738401623624341)	(5, 0.0)	(6, 1.8795677692255952e-05)	(7, 0.0005101683945040901)	(8, 0.0006605338160421378)	(9, 0.0)	(10, 0.0)	(11, 8.055290439538264e-06)	(12, 0.0)	(13, 0.0013693993747215052)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0012807911798865842)	(22, 0.0004510962646141429)	(23, 0.00011008896934035631)	(24, 0.0)	(25, 0.00016916109923030356)	(26, 0.0)	(27, 0.0038745947014179054)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 1.0740387252717686e-05)	(32, 0.0)	(33, 0.0015117095058200145)	(34, 0.0)	(35, 0.0)	(36, 0.0009397838846127976)	(37, 0.008106307278988674)	(38, 0.003501366244385966)	(39, 0.01216617366051596)	(40, 0.00808482650448324)	(41, 0.016789910372810926)	(42, 0.01717387921709558)	(43, 0.016975182052920302)	(44, 0.01763840096577562)	(45, 0.018280139104125504)	(46, 0.02049534397499853)	(47, 0.016403256431713087)	(48, 0.011086764741617832)	(49, 0.014316936207872676)	(50, 0.01231385398524083)	(51, 0.008192230377010416)
NeuN_minus.B69_T1_HS	(1, 0.7119691806210801)	(2, 0.003732303103416412)	(3, 1.8233039098272654e-06)	(4, 0.0007347914756603879)	(5, 0.0)	(6, 2.5526254737581712e-05)	(7, 0.0005123483986614616)	(8, 0.0005943970746036884)	(9, 0.0)	(10, 0.0)	(11, 9.116519549136325e-06)	(12, 0.0)	(13, 0.0014878159904190486)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0013492448932721762)	(22, 0.00044488615399785274)	(23, 0.00015315752842549028)	(24, 0.0)	(25, 0.00016409735188445388)	(26, 0.0)	(27, 0.003825291602817603)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 1.093982345896359e-05)	(32, 0.0)	(33, 0.0015571015389924845)	(34, 0.0)	(35, 0.0)	(36, 0.0008988888275448418)	(37, 0.00795325165466653)	(38, 0.00338040544881975)	(39, 0.011804069512221715)	(40, 0.007876672890453785)	(41, 0.016227404797462663)	(42, 0.01699501574349994)	(43, 0.01652095672694485)	(44, 0.017542006916448118)	(45, 0.01834608394068194)	(46, 0.021215964294750058)	(47, 0.01675616293131257)	(48, 0.011802246208311887)	(49, 0.014863573472911867)	(50, 0.012754010849241722)	(51, 0.0087536820710807)
NeuN_minus.B70_T1_HS	(1, 0.7440629412547176)	(2, 0.0037759715882748762)	(3, 0.0)	(4, 0.0007757177928929502)	(5, 0.0)	(6, 2.4349885875563457e-05)	(7, 0.0006017900366389255)	(8, 0.000591354371263684)	(9, 0.0)	(10, 0.0)	(11, 6.9571102501609875e-06)	(12, 0.0)	(13, 0.0013896827724696572)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0013201116699680473)	(22, 0.00045395144382300446)	(23, 0.00011827087425273679)	(24, 0.0)	(25, 0.00015827425819116246)	(26, 0.0)	(27, 0.00380553930683806)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 1.2174942937781729e-05)	(32, 0.0)	(33, 0.0015062143691598538)	(34, 0.0)	(35, 0.0)	(36, 0.0009913882106479407)	(37, 0.008136340437563274)	(38, 0.0034698587372677925)	(39, 0.011665334611957436)	(40, 0.007936323517871147)	(41, 0.016234416768750665)	(42, 0.01697360973283027)	(43, 0.01646747996213106)	(44, 0.017561485548968872)	(45, 0.018211975357358925)	(46, 0.02092350907735917)	(47, 0.016570097338320933)	(48, 0.01133835043019987)	(49, 0.014573406696524729)	(50, 0.012454966625350707)	(51, 0.008332878802130322)
NeuN_minus.B71_T1_HS	(1, 0.3523945638593638)	(2, 0.013460284560535518)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0010563410378494251)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.005410723941961559)	(14, 0.0)	(15, 0.0)	(16, 0.0040721543825493105)	(17, 0.0)	(18, 0.004013692760225583)	(19, 0.0022255734843239796)	(20, 0.0)	(21, 0.0)	(22, 0.004170934365096299)	(23, 0.0)	(24, 0.0)	(25, 5.846162232372773e-05)	(26, 0.006263457260683518)	(27, 0.0)	(28, 0.0018586764062923091)	(29, 0.05494384539424824)	(30, 0.0019514086348058081)	(31, 0.0012599487569768908)	(32, 0.0)	(33, 0.00032254688178608404)	(34, 0.0052514664190796805)	(35, 0.003048068032878494)	(36, 0.00023787832531723698)	(37, 0.00011893916265861849)	(38, 0.0006148549934047226)	(39, 7.660488442419496e-05)	(40, 0.00022376689923909578)	(41, 0.0008809561708782419)	(42, 0.001209550806697815)	(43, 3.830244221209748e-05)	(44, 0.00031851504576375797)	(45, 0.0001451460968037378)	(46, 0.0025924705623556503)	(47, 4.83820322679126e-05)	(48, 0.0007539533361749713)	(49, 0.04888802768871452)	(50, 2.41910161339563e-05)	(51, 0.003620588748048793)
NeuN_minus.B72_T1_HS	(1, 0.2838504732018986)	(2, 0.0067485034293654446)	(3, 0.0)	(4, 0.023569286320905453)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0016514119314873952)	(12, 0.0003599963726079789)	(13, 0.0009561808415301873)	(14, 0.0)	(15, 0.0)	(16, 0.0011237982002048018)	(17, 0.0)	(18, 0.0029980650290209456)	(19, 0.0008552294777829763)	(20, 0.002639973399125178)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0014152238351731656)	(26, 0.0)	(27, 7.238022306403809e-05)	(28, 0.0020342652166419123)	(29, 0.0)	(30, 2.66663979709614e-05)	(31, 0.0036952008616903654)	(32, 0.003558059386411135)	(33, 0.0)	(34, 0.0)	(35, 0.007076119175865828)	(36, 0.009649426580063604)	(37, 0.0)	(38, 0.0)	(39, 1.7142684409903757e-05)	(40, 0.005611372030175163)	(41, 0.0002495212952997102)	(42, 2.8571140683172924e-05)	(43, 3.4285368819807514e-05)	(44, 0.0)	(45, 0.0013352246412602815)	(46, 1.5237941697692227e-05)	(47, 9.523713561057642e-05)	(48, 0.00013142724714259544)	(49, 0.003954245870551132)	(50, 0.008653246141576974)	(51, 0.0)
NeuN_minus.B73_T1_HS	(1, 0.2611310650895467)	(2, 0.004472376710193439)	(3, 0.0)	(4, 0.021991451133481568)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0015615935397673899)	(12, 0.00036023702984840767)	(13, 0.0006304148022347134)	(14, 0.0)	(15, 0.0)	(16, 0.0010314333826319973)	(17, 0.0)	(18, 0.0029481662584291855)	(19, 0.000846217173889184)	(20, 0.0020611675339911252)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0015004212139440754)	(26, 0.0)	(27, 6.117232582331451e-05)	(28, 0.0018555605499738735)	(29, 0.0)	(30, 2.718770036591756e-05)	(31, 0.003085803991531643)	(32, 0.0030093385842525)	(33, 0.0)	(34, 0.0)	(35, 0.007102786720595963)	(36, 0.008343225549790952)	(37, 0.0)	(38, 0.0)	(39, 6.79692509147939e-06)	(40, 0.0047765391080371415)	(41, 0.00018011851492420383)	(42, 1.6992312728698476e-05)	(43, 1.6992312728698476e-05)	(44, 0.0)	(45, 0.0009889526008102513)	(46, 1.869154400156832e-05)	(47, 4.7578475640355726e-05)	(48, 0.0001070515701908004)	(49, 0.003802879588682719)	(50, 0.007191146746785194)	(51, 0.0)
NeuN_minus.B74_T1_HS	(1, 1.2705944757138143)	(2, 0.0)	(3, 0.00024560219185155036)	(4, 0.0)	(5, 0.0006977704655914907)	(6, 0.0)	(7, 4.87951374539504e-06)	(8, 0.0009417461528612428)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0018704802690680989)	(15, 0.0003204214026142743)	(16, 1.1385532072588427e-05)	(17, 0.0)	(18, 0.00019030103607040657)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.00023746966894255863)	(25, 0.0)	(26, 0.00017240948567062475)	(27, 1.3012036654386774e-05)	(28, 0.0)	(29, 0.006445837657666849)	(30, 0.002865901073128687)	(31, 3.2530091635966935e-06)	(32, 0.0034709607775576723)	(33, 0.0037783701435175595)	(34, 0.0)	(35, 0.0011011436018774808)	(36, 2.2771064145176854e-05)	(37, 0.0037897556755901477)	(38, 0.00017240948567062475)	(39, 0.0031781899528339694)	(40, 0.0)	(41, 2.602407330877355e-05)	(42, 0.0)	(43, 0.001524034793145051)	(44, 0.0)	(45, 0.0036970449144276426)	(46, 0.0)	(47, 0.003503490869193639)	(48, 0.0020526487822295136)	(49, 0.004952706451575966)	(50, 3.2530091635966935e-06)	(51, 4.3915623708555366e-05)
NeuN_plus.B21_T2_HS	(1, 1.0612033912071914)	(2, 0.008558446927921615)	(3, 0.0)	(4, 0.0031245574579202707)	(5, 0.004083228496145809)	(6, 0.00024996459663362167)	(7, 0.0007484735365109013)	(8, 0.0)	(9, 0.0)	(10, 5.9650642378477905e-05)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 2.698481440931143e-05)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.006379778227717208)	(21, 0.0)	(22, 0.0)	(23, 0.00035080258732104856)	(24, 0.0)	(25, 2.2724054239420153e-05)	(26, 0.0)	(27, 0.0)	(28, 0.004218152568192366)	(29, 0.00038914942885007013)	(30, 0.0)	(31, 0.00023150130256409282)	(32, 0.0)	(33, 0.0017724762306747719)	(34, 8.80557101777531e-05)	(35, 0.0)	(36, 0.0006192304780241991)	(37, 0.0004743646322478957)	(38, 0.0)	(39, 0.0004374380441088379)	(40, 0.0004729443788579319)	(41, 7.1012669498187975e-06)	(42, 0.0)	(43, 1.4202533899637596e-06)	(44, 0.00046868361868804064)	(45, 8.237469661789806e-05)	(46, 6.107089576844166e-05)	(47, 5.538988220858662e-05)	(48, 0.00686408463369485)	(49, 0.0015665394891300269)	(50, 0.0003522228407110124)	(51, 0.0017682154705048803)
NeuN_plus.B22_T2_HS	(1, 0.36973086722854986)	(2, 0.013767607346912432)	(3, 0.0)	(4, 0.017193926909124246)	(5, 0.003066591624807038)	(6, 0.0)	(7, 0.00016383648634276857)	(8, 7.123325493163851e-06)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.00035616627465819256)	(13, 0.0)	(14, 0.0)	(15, 0.00011753487063720356)	(16, 0.0)	(17, 0.00011219237651733067)	(18, 0.0013106918907421486)	(19, 0.0)	(20, 0.0)	(21, 5.698660394531081e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.003962349805572392)	(26, 0.0)	(27, 0.0)	(28, 0.0003650704315246474)	(29, 0.0)	(30, 0.0034209770680919396)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.001912612894914494)	(35, 0.0024326156559154556)	(36, 0.0)	(37, 0.0007301408630492948)	(38, 0.00023328890990111616)	(39, 4.452078433227407e-05)	(40, 0.0003241113099389552)	(41, 7.123325493163851e-06)	(42, 0.0009117856631249729)	(43, 0.00016561731771605955)	(44, 0.0010435671847485043)	(45, 0.002101381020483336)	(46, 0.0008298674199535886)	(47, 0.0009242514827380097)	(48, 0.00022794641578124323)	(49, 0.0)	(50, 0.0015190491614171912)	(51, 7.123325493163851e-06)
NeuN_plus.B25_T3_HS	(1, 0.3881541175362888)	(2, 0.012342851847462597)	(3, 0.004664360030141318)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.00013662796827973805)	(9, 0.0)	(10, 0.0)	(11, 0.0032743189615561568)	(12, 7.960064238906478e-05)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0022086208089742002)	(19, 5.108697944372813e-05)	(20, 0.0001033620281768453)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.00512533091442426)	(27, 0.003937261625035234)	(28, 0.00093976280790672)	(29, 0.0)	(30, 0.0)	(31, 0.00036948954899998726)	(32, 0.00031483836168809203)	(33, 0.003092544360279636)	(34, 0.0)	(35, 0.0008684786505433784)	(36, 0.0)	(37, 0.0003100860845305359)	(38, 0.0029951226785497357)	(39, 0.002682660455440422)	(40, 0.0)	(41, 0.0)	(42, 0.00796956879322159)	(43, 0.0005227504873311716)	(44, 0.003858849051935558)	(45, 0.00352737772019602)	(46, 0.002117139473691245)	(47, 0.001127477755630186)	(48, 0.0)	(49, 0.0041166600877329766)	(50, 9.50455431511221e-06)	(51, 0.0)
NeuN_plus.B27_T1_HS	(1, 0.6979263584130414)	(2, 0.0)	(3, 0.0030750508984211658)	(4, 0.007304176589228)	(5, 0.0)	(6, 0.0)	(7, 0.0005063037798853252)	(8, 0.0)	(9, 6.254340810348135e-05)	(10, 0.0)	(11, 0.0018494979253458055)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.00014146723261501733)	(16, 0.0)	(17, 0.0005122602949427996)	(18, 0.0)	(19, 1.340215887931743e-05)	(20, 7.445643821843017e-06)	(21, 0.0)	(22, 0.0)	(23, 0.0012985202825294222)	(24, 0.0)	(25, 1.7869545172423242e-05)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 2.233693146552905e-05)	(30, 0.0)	(31, 5.063037798853252e-05)	(32, 0.00024868450364955673)	(33, 0.0007743469574716739)	(34, 0.0004914124922416391)	(35, 0.0)	(36, 0.0007862599875866226)	(37, 0.0)	(38, 5.956515057474414e-06)	(39, 0.0025851275349438956)	(40, 0.0009575097954890121)	(41, 0.0006537275275578169)	(42, 0.0)	(43, 0.0033550071061224634)	(44, 0.0)	(45, 0.0)	(46, 0.006383895012848203)	(47, 0.005899928164428407)	(48, 0.0)	(49, 0.0)	(50, 0.0)	(51, 0.001179389981379934)
NeuN_plus.B28_T3_HS	(1, 0.4863990968967636)	(2, 0.007091831342805864)	(3, 0.001190046847874767)	(4, 0.000705549403447381)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00038154173748656655)	(10, 0.0)	(11, 0.0)	(12, 0.0005480877340084805)	(13, 0.0001574616694389005)	(14, 0.0)	(15, 0.0)	(16, 8.781516180246373e-05)	(17, 0.0)	(18, 0.0)	(19, 0.0007328023846964215)	(20, 0.0)	(21, 1.8168654166026977e-05)	(22, 0.010265289603805242)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0031340928436396536)	(27, 0.014444080061991448)	(28, 0.0)	(29, 0.004726878192194686)	(30, 0.008118360303186387)	(31, 0.0006570996590046424)	(32, 0.006016852637982601)	(33, 0.0)	(34, 0.005141729128985635)	(35, 0.0)	(36, 0.01736923338272179)	(37, 0.0070797189066951795)	(38, 0.002764663542263772)	(39, 0.0064831814282439604)	(40, 1.8168654166026977e-05)	(41, 0.004520966778313046)	(42, 0.0032400766596081443)	(43, 0.007391614136545309)	(44, 0.004339280236652776)	(45, 0.003243104768635816)	(46, 0.005529327084527544)	(47, 0.0025860051096311732)	(48, 0.004066750424162372)	(49, 0.005895728276875754)	(50, 0.003915344972778814)	(51, 0.00580488500604562)
NeuN_plus.B30_T1_HS	(1, 0.8148632967638834)	(2, 0.0010887125120855729)	(3, 0.0)	(4, 0.0044948273713247226)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.00582547599720709)	(13, 0.0)	(14, 0.0006981584998136055)	(15, 0.0)	(16, 4.665910766081027e-05)	(17, 0.0)	(18, 0.0003473511348082542)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0016624467248036845)	(27, 0.0026578410215676368)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 0.0)	(32, 0.0006912460394194114)	(33, 0.0017678617458151448)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 0.00042166008404584095)	(38, 0.00021601438731856605)	(39, 0.0031883723568220347)	(40, 0.00035253548010389984)	(41, 0.0)	(42, 0.00037845720658212777)	(43, 0.0032177503134973597)	(44, 0.0002920514516547013)	(45, 0.00385196855466467)	(46, 0.0008191265567120026)	(47, 0.002059913197469846)	(48, 0.0)	(49, 0.0017747742062093387)	(50, 0.0004752316521008454)	(51, 0.00025576103458518223)
NeuN_plus.B31_T1_HS	(1, 0.26913133933689243)	(2, 0.09134572675472452)	(3, 0.0)	(4, 0.010746974470636826)	(5, 0.0)	(6, 0.002953462044296454)	(7, 0.0)	(8, 0.0)	(9, 2.13374741309798e-05)	(10, 0.0)	(11, 0.004603560043758892)	(12, 0.0)	(13, 0.0)	(14, 5.512180817169782e-05)	(15, 0.0)	(16, 0.0008819489307471651)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.006136301935500941)	(25, 0.00032539648049744195)	(26, 0.006691076262906415)	(27, 0.0)	(28, 0.004159029332696813)	(29, 0.00023826846112927447)	(30, 0.0002649403037929992)	(31, 0.0)	(32, 0.0008392739824852055)	(33, 0.0)	(34, 4.26749482619596e-05)	(35, 0.0005298806075859984)	(36, 0.0)	(37, 0.0008979520363454)	(38, 0.0001706997930478384)	(39, 0.0010562049694835002)	(40, 0.0)	(41, 0.003214846102400957)	(42, 0.0)	(43, 0.0005103212562992669)	(44, 0.004175032438295048)	(45, 0.005241906144844038)	(46, 2.13374741309798e-05)	(47, 0.0016020886826677333)	(48, 0.0)	(49, 0.004287054177482691)	(50, 0.00029516839214522054)	(51, 0.07254563392248707)
NeuN_plus.B32_T3_HS	(1, 0.5508347149797564)	(2, 0.0037622231403871467)	(3, 0.0)	(4, 0.011726573017754593)	(5, 0.0)	(6, 0.0009866409237874979)	(7, 0.0)	(8, 0.0)	(9, 1.8853011282563653e-05)	(10, 0.0)	(11, 0.0)	(12, 0.00010683373060119404)	(13, 0.0)	(14, 1.8853011282563653e-05)	(15, 1.0473895156979807e-05)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 2.3042569345355577e-05)	(21, 0.0003749654466198771)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 2.0947790313959615e-05)	(27, 0.0009782618076619141)	(28, 8.379116125583847e-06)	(29, 0.0006410023836071643)	(30, 0.0)	(31, 0.0)	(32, 0.0)	(33, 0.0002660369369872871)	(34, 0.0)	(35, 0.0014349236365062336)	(36, 0.002448796687701879)	(37, 0.016691199322163022)	(38, 0.03064033289222873)	(39, 0.012466030015837367)	(40, 0.007907790843519755)	(41, 0.01980404096281742)	(42, 0.015166200187306762)	(43, 0.019190270706618405)	(44, 0.026955616576003233)	(45, 0.015859572046698824)	(46, 0.01460689418592404)	(47, 0.016980278828495662)	(48, 0.018681239401989184)	(49, 0.006808031852036876)	(50, 0.013886290199123831)	(51, 0.0061879772587436705)
NeuN_plus.B33_T1_HS	(1, 0.2188751914465797)	(2, 0.031183964412851078)	(3, 0.019105710265545556)	(4, 0.0)	(5, 0.0)	(6, 0.0017285835297901923)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0021274874212802363)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.00028181269946062835)	(20, 0.0)	(21, 0.0031416162200434837)	(22, 9.922982375374238e-05)	(23, 0.0)	(24, 0.799909470647193)	(25, 2.1830561225823325e-05)	(26, 0.00027784350651047864)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 0.0)	(32, 0.000142890946205389)	(33, 0.0005398102412203585)	(34, 0.0)	(35, 0.010446915844793998)	(36, 0.007450175167430978)	(37, 0.0013237258488749233)	(38, 0.0)	(39, 0.0)	(40, 0.00035722736551347257)	(41, 1.9845964750748477e-06)	(42, 0.0004822569434431879)	(43, 0.00016472150743121236)	(44, 0.003355952639351567)	(45, 0.0005338564517951339)	(46, 0.0)	(47, 0.0013773099537019442)	(48, 0.0)	(49, 0.0031832927460200555)	(50, 0.0)	(51, 0.055830668036805614)
NeuN_plus.B34_T4_HS	(1, 0.3583606982446841)	(2, 0.01093273212776272)	(3, 0.004515325607749187)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0001316969968926846)	(9, 0.0)	(10, 0.0)	(11, 0.0032453902805697284)	(12, 8.278096947540176e-05)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.002156067977700237)	(19, 4.5153256077491866e-05)	(20, 8.842512648508824e-05)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.004669599232680618)	(27, 0.003794754896179212)	(28, 0.0010065413333940896)	(29, 0.0)	(30, 0.0)	(31, 0.0003085472498628611)	(32, 0.00032924249223171154)	(33, 0.0030346750855414326)	(34, 0.0)	(35, 0.0008974209645401509)	(36, 0.0)	(37, 0.00028785200749401063)	(38, 0.002731771992688258)	(39, 0.0026715676512516023)	(40, 0.0)	(41, 0.0)	(42, 0.008010940182415015)	(43, 0.0005230252162309475)	(44, 0.003839908152256704)	(45, 0.003296187693656906)	(46, 0.0020450662231764026)	(47, 0.00116081495832552)	(48, 0.0)	(49, 0.004080725518003328)	(50, 1.5051085359163956e-05)	(51, 0.0)
NeuN_plus.B35_T3_HS	(1, 0.5278950122429006)	(2, 0.0029925119726469727)	(3, 0.001675643625010771)	(4, 0.012302322721338202)	(5, 0.005932023052045429)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0015003329781118338)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 2.2423454835910558e-05)	(18, 0.0)	(19, 0.0)	(20, 6.115487682521061e-05)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0010600178649703173)	(25, 0.0005789328339453272)	(26, 4.0769917883473745e-06)	(27, 0.0010110939635101489)	(28, 0.005104393719010913)	(29, 0.0)	(30, 0.0002853894251843162)	(31, 0.0007501664890559169)	(32, 0.0)	(33, 0.00012230975365042123)	(34, 0.0)	(35, 0.0012394055036576018)	(36, 0.0029700885178110623)	(37, 0.0)	(38, 8.153983576694749e-06)	(39, 0.0036040607408990787)	(40, 0.00017938763868728447)	(41, 0.0)	(42, 0.001779606915613629)	(43, 0.004776195880048949)	(44, 0.002458426048373467)	(45, 0.0013127913558478544)	(46, 0.0001121172741795528)	(47, 0.0)	(48, 0.0)	(49, 0.0016409891948098183)	(50, 0.00035877527737456893)	(51, 4.0769917883473745e-06)
NeuN_plus.B36_T3_HS	(1, 0.9473217174737958)	(2, 0.009317363977761872)	(3, 0.004909939502093404)	(4, 0.018482747801190347)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0019242648572857326)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.00017894437526351397)	(28, 7.844136997852667e-05)	(29, 0.002272348436565445)	(30, 0.0005049663192367655)	(31, 0.0)	(32, 0.008410385637385156)	(33, 0.0)	(34, 0.0033313069312755545)	(35, 0.0)	(36, 0.0)	(37, 0.001301636483081177)	(38, 0.0017404178963985606)	(39, 0.002500318668065538)	(40, 5.883102748389501e-05)	(41, 0.0007599007716669772)	(42, 4.902585623657917e-06)	(43, 0.0017698334101405079)	(44, 0.0005662486395324895)	(45, 0.0)	(46, 0.0)	(47, 2.696422093011854e-05)	(48, 0.0)	(49, 0.0)	(50, 1.7159049682802712e-05)	(51, 0.007589202545422455)
