Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
NeuN_plus.B54_T1_HS - polya	(1, 0.0013337173128875686)	(2, 0.0014221638294264283)	(3, 0.0014769164349028654)	(4, 0.0015962490365822794)	(5, 0.0019500351027377186)	(6, 0.0027881711404154855)	(7, 0.0031896902472426905)	(8, 0.003936571942459729)	(9, 0.004377400612193094)	(10, 0.006469230923985175)	(11, 0.009347252493900454)	(12, 0.013014273147860802)	(13, 0.016870822051547274)	(14, 0.020637520525733956)	(15, 0.02598221716801077)	(16, 0.03735391215157846)	(17, 0.04319419006906508)	(18, 0.06216807373609191)	(19, 0.06681081389790158)	(20, 0.07260335877471644)	(21, 0.07844082886628118)	(22, 0.08348087639603526)	(23, 0.08889998042524158)	(24, 0.09517547136061782)	(25, 0.10003160629248951)	(26, 0.11008643091870085)	(27, 0.11494677758945533)	(28, 0.12483594048627641)	(29, 0.12975665541435108)	(30, 0.1357569794093842)	(31, 0.14374805198302215)	(32, 0.14922752426954866)	(33, 0.15425353266969338)	(34, 0.16009381058718)	(35, 0.16847095922507485)	(36, 0.18663338120068168)	(37, 0.19507510983477952)	(38, 0.2038004288869861)	(39, 0.20960280115452748)	(40, 0.21723587592312718)
NeuN_plus.B55_T1_HS - nextera_transposase_sequence	(1, 1.0138599898894502e-05)	(2, 1.6897666498157504e-05)	(3, 2.1966966447604754e-05)	(4, 6.928043264244577e-05)	(5, 7.772926589152452e-05)	(6, 7.772926589152452e-05)	(7, 9.124739909005052e-05)	(8, 0.00010138599898894503)	(9, 0.00017911526488046954)	(10, 0.00022304919777567904)	(11, 0.0002771217305697831)	(12, 0.00031429659686572957)	(13, 0.0003396430966129658)	(14, 0.00038019749620854385)	(15, 0.00044102909560191084)	(16, 0.0004951016283960149)	(17, 0.0005626922943886449)	(18, 0.0006218341271321962)	(19, 0.000704632692973168)	(20, 0.0008398140249584279)	(21, 0.0009496488571964517)	(22, 0.0011355231886761843)	(23, 0.001265635220711997)	(24, 0.0014261630524444932)	(25, 0.0016137271505740416)	(26, 0.0018790205145951145)	(27, 0.004900323284465676)	(28, 0.008521493215020829)	(29, 0.013704007530005736)	(30, 0.01939176207328555)	(31, 0.024210976558560072)	(32, 0.028715894446968863)	(33, 0.03514883608281742)	(34, 0.045204637415870955)	(35, 0.059621726472098936)	(36, 0.08407602942823247)	(37, 0.12235262357985885)	(38, 0.16675800137036695)	(39, 0.2199197499402203)	(40, 0.2896344526116687)
NeuN_plus.B55_T1_HS - polya	(1, 0.0018181889152017474)	(2, 0.0018908488811438247)	(3, 0.0019263339807899555)	(4, 0.002056446012825768)	(5, 0.0023994686427383657)	(6, 0.003283216600592003)	(7, 0.0035637178644614175)	(8, 0.004079096692655221)	(9, 0.004408601189369293)	(10, 0.006333245403509433)	(11, 0.009143327342153026)	(12, 0.012729012173062047)	(13, 0.016759105632872612)	(14, 0.020654017760697918)	(15, 0.026637481467695488)	(16, 0.04130127645479657)	(17, 0.048567273049004295)	(18, 0.07337980653489877)	(19, 0.07891210254639554)	(20, 0.08653970920366384)	(21, 0.09396285409630444)	(22, 0.10038396736560429)	(23, 0.10747253846158135)	(24, 0.11551075841475487)	(25, 0.12185583218481302)	(26, 0.135970453010724)	(27, 0.1422918700476847)	(28, 0.1572023709656589)	(29, 0.16371135210074916)	(30, 0.17184250921966254)	(31, 0.18850698792014547)	(32, 0.1961160071442658)	(33, 0.2026807505788)	(34, 0.2108135974643632)	(35, 0.22280925091140522)	(36, 0.25138320495978955)	(37, 0.2642845733311328)	(38, 0.2767060479739284)	(39, 0.28483551532619195)	(40, 0.2962498890456974)
NeuN_plus.B56_T1_HS - nextera_transposase_sequence	(1, 5.7392997690792736e-06)	(2, 7.652399692105699e-06)	(3, 1.9130999230264247e-05)	(4, 5.9306097613819166e-05)	(5, 7.078469715197771e-05)	(6, 7.078469715197771e-05)	(7, 7.652399692105699e-05)	(8, 9.374189622829481e-05)	(9, 0.0001702658931493518)	(10, 0.0002410505903013295)	(11, 0.00029270428822304295)	(12, 0.0003233138869914658)	(13, 0.00035392348575988855)	(14, 0.0003787937847592321)	(15, 0.00044192608221910407)	(16, 0.0005203631790631875)	(17, 0.0005892347762921388)	(18, 0.0006810635725974072)	(19, 0.0007690661690566226)	(20, 0.000990985760127688)	(21, 0.0011325551544316434)	(22, 0.0015170882389599547)	(23, 0.001725616130569835)	(24, 0.0020776265164066973)	(25, 0.0024353762020126383)	(26, 0.0029308690820764823)	(27, 0.008323897765087974)	(28, 0.014866699501838346)	(29, 0.02479951430219154)	(30, 0.037211706602786984)	(31, 0.04974825039837914)	(32, 0.060685442658321216)	(33, 0.07458602669903122)	(34, 0.09773262266772793)	(35, 0.13187763009390355)	(36, 0.18908697019208576)	(37, 0.271931849258822)	(38, 0.36489894001829115)	(39, 0.47595821674982114)	(40, 0.630370250837053)
NeuN_plus.B56_T1_HS - polya	(1, 0.0014214332428086334)	(2, 0.0014922179399606112)	(3, 0.0015209144388060075)	(4, 0.0016261349345724609)	(5, 0.0019398833219487945)	(6, 0.0027051232911593642)	(7, 0.002988262079767275)	(8, 0.003487581159677172)	(9, 0.0038453308452831136)	(10, 0.005695298470849666)	(11, 0.008256939267782048)	(12, 0.011363813542776963)	(13, 0.014989137896912037)	(14, 0.018658463549276718)	(15, 0.024225584325283614)	(16, 0.03679847701941328)	(17, 0.04276734877925572)	(18, 0.06397406142600363)	(19, 0.06896342602525656)	(20, 0.07543544306485495)	(21, 0.082244165690906)	(22, 0.0879566820610629)	(23, 0.09409773281397772)	(24, 0.10104419863448667)	(25, 0.10681219490241134)	(26, 0.11845340793402713)	(27, 0.1240760086078018)	(28, 0.13586453033349064)	(29, 0.1415043489065725)	(30, 0.1484527278270045)	(31, 0.1578077864506037)	(32, 0.1644672872826587)	(33, 0.16996553646143664)	(34, 0.17689478438263834)	(35, 0.18664968089015008)	(36, 0.2087593767005665)	(37, 0.219294817976673)	(38, 0.22920276247802684)	(39, 0.23586608950992788)	(40, 0.24508531803899222)
NeuN_plus.B57_T2_HS - nextera_transposase_sequence	(1, 2.2688893195124464e-05)	(2, 2.6179492148220534e-05)	(3, 3.316069005441268e-05)	(4, 4.014188796060482e-05)	(5, 4.014188796060482e-05)	(6, 4.1887187437152856e-05)	(7, 5.4104283772989105e-05)	(8, 5.584958324953714e-05)	(9, 8.202907539775768e-05)	(10, 0.00011868036440526643)	(11, 0.00015533165341277517)	(12, 0.00018325644503754376)	(13, 0.00019721884084992802)	(14, 0.00022165303352160052)	(15, 0.00025481372357601324)	(16, 0.0003019368094428102)	(17, 0.00033509749949722285)	(18, 0.00039269238222330806)	(19, 0.00043283427018391284)	(20, 0.0005427881372064391)	(21, 0.0006160907152214566)	(22, 0.0007749129675873279)	(23, 0.0009162822251877188)	(24, 0.0011536429539982516)	(25, 0.0014311455707693892)	(26, 0.002038509788608106)	(27, 0.01478443186583841)	(28, 0.02902607559447038)	(29, 0.046226001935851274)	(30, 0.06127222872317189)	(31, 0.07411065167265923)	(32, 0.08833135180757264)	(33, 0.11087363984666707)	(34, 0.1468878945452358)	(35, 0.2000985849862323)	(36, 0.28450999416947803)	(37, 0.41988065746897335)	(38, 0.5755788237718236)	(39, 0.7474855863133755)	(40, 0.9407513238489222)
NeuN_plus.B58_T1_HS - nextera_transposase_sequence	(1, 7.836599871094202e-06)	(2, 1.7240519716407244e-05)	(3, 2.1942479639063765e-05)	(4, 4.231763930390869e-05)	(5, 5.642351907187825e-05)	(6, 5.642351907187825e-05)	(7, 7.36640387882855e-05)	(8, 8.15006386593797e-05)	(9, 0.0001598666373703217)	(10, 0.0002288287162359507)	(11, 0.00026174243569454633)	(12, 0.000294656155153142)	(13, 0.0003307045145601753)	(14, 0.00036361823401877096)	(15, 0.00043414763285861877)	(16, 0.0005125136315695608)	(17, 0.0006002835501258158)	(18, 0.0007052939883984781)	(19, 0.0008228429864648912)	(20, 0.0011143645016695955)	(21, 0.0013322219780860143)	(22, 0.0018792166490883896)	(23, 0.0022255943633907533)	(24, 0.0028337145133876633)	(25, 0.0034590751831009804)	(26, 0.005018558557448726)	(27, 0.030026716066084543)	(28, 0.05759587441259394)	(29, 0.0904437664322724)	(30, 0.12142027840273356)	(31, 0.14882173351200154)	(32, 0.18075587798671042)	(33, 0.23425634530667053)	(34, 0.3239634713510601)	(35, 0.45774833703040607)	(36, 0.6751011364151264)	(37, 0.99526542414868)	(38, 1.3536284342938951)	(39, 1.740786247005459)	(40, 2.172716122100558)
NeuN_plus.B60_T1_HS - nextera_transposase_sequence	(1, 1.2159975009900247e-05)	(2, 2.161773335093377e-05)	(3, 3.647992502970074e-05)	(4, 7.431095839383483e-05)	(5, 8.782204173816845e-05)	(6, 9.592869174476861e-05)	(7, 0.00011214199175796894)	(8, 0.00012970640010560262)	(9, 0.00024184839186357156)	(10, 0.00034588373361494034)	(11, 0.00040398139199557487)	(12, 0.00044721685869744237)	(13, 0.0004985589754059101)	(14, 0.0005458477671110777)	(15, 0.0006296164838459461)	(16, 0.000703927442239781)	(17, 0.0007849939423057826)	(18, 0.000906593692404785)	(19, 0.0010281934425037875)	(20, 0.0013713749594498612)	(21, 0.0015591790179360983)	(22, 0.0021185378683915095)	(23, 0.0024671238186753167)	(24, 0.003089984760849096)	(25, 0.00376689003640021)	(26, 0.005026123004092102)	(27, 0.021885252801151577)	(28, 0.04165061662557721)	(29, 0.06537607897822702)	(30, 0.09010676593169525)	(31, 0.11351471782575323)	(32, 0.14074090187291988)	(33, 0.18456815402526924)	(34, 0.25834002019366514)	(35, 0.3710494774520961)	(36, 0.5573078680037414)	(37, 0.8362306725641645)	(38, 1.1557002382409327)	(39, 1.5060345227094964)	(40, 1.903695429916592)
NeuN_plus.B60_T1_HS - polya	(1, 0.0007025763339053476)	(2, 0.000868762659040651)	(3, 0.0009876601924707867)	(4, 0.0011673576009504237)	(5, 0.0014862191678766967)	(6, 0.0021185378683915095)	(7, 0.00229958638520558)	(8, 0.0026792478271813543)	(9, 0.002864349668998725)	(10, 0.003842552103128478)	(11, 0.005223384820919373)	(12, 0.006864981447255906)	(13, 0.008729510948773944)	(14, 0.010710235767053251)	(15, 0.013427314627598738)	(16, 0.019573506440936098)	(17, 0.022691864476808293)	(18, 0.032927861218475435)	(19, 0.03544227382885592)	(20, 0.03864304947312855)	(21, 0.04199244703418885)	(22, 0.04478113463645931)	(23, 0.04769142198882877)	(24, 0.05119349479168004)	(25, 0.05402541786065236)	(26, 0.05964467742356071)	(27, 0.06240499175080806)	(28, 0.06799587803869331)	(29, 0.07078861896596707)	(30, 0.07416638980205047)	(31, 0.07870341158907769)	(32, 0.08181096075827442)	(33, 0.08455235956883972)	(34, 0.08805037904668768)	(35, 0.09275628937551908)	(36, 0.10329358327576486)	(37, 0.10810082672967876)	(38, 0.11277295935014932)	(39, 0.11605480149448795)	(40, 0.12049994791477371)
NeuN_plus.B61_T1_HS - nextera_transposase_sequence	(1, 5.203244657245588e-05)	(2, 6.1003558050465517e-05)	(3, 8.074000330208672e-05)	(4, 0.00011662444921412525)	(5, 0.00012200711610093103)	(6, 0.00012200711610093103)	(7, 0.00014353778364815416)	(8, 0.00016506845119537727)	(9, 0.00022427778695024086)	(10, 0.00026733912204468714)	(11, 0.00032654845779955073)	(12, 0.0003642271260071912)	(13, 0.00041446535028404513)	(14, 0.00048264579751691836)	(15, 0.000565180023114607)	(16, 0.0006692449162595187)	(17, 0.0007535733641528094)	(18, 0.0008666093687757307)	(19, 0.0009706742619206424)	(20, 0.0012703093852861644)	(21, 0.0014856160607583954)	(22, 0.00205797297305541)	(23, 0.002379138763968155)	(24, 0.0029425245647871604)	(25, 0.003495145031832554)	(26, 0.004498115295074031)	(27, 0.01751340382737041)	(28, 0.03367934671074377)	(29, 0.05837143394281749)	(30, 0.08849283784138263)	(31, 0.11598929452148217)	(32, 0.13822150298628566)	(33, 0.16435435072172772)	(34, 0.20424170657525414)	(35, 0.2625700791829772)	(36, 0.3570017928228022)	(37, 0.4972848572267345)	(38, 0.6546507121070927)	(39, 0.8431194104817102)	(40, 1.1060860127920156)
NeuN_plus.B61_T1_HS - polya	(1, 0.0014192298358211243)	(2, 0.0014820276161671916)	(3, 0.001525088951261638)	(4, 0.0016327422889977534)	(5, 0.0020023520818917505)	(6, 0.0028115463372082195)	(7, 0.003114769905164945)	(8, 0.003669184594505941)	(9, 0.003990350385418686)	(10, 0.005840193572184273)	(11, 0.0084723176798323)	(12, 0.011651679587638913)	(13, 0.015320864182144855)	(14, 0.01906899455765728)	(15, 0.02456290322679038)	(16, 0.03720858196619276)	(17, 0.043183342210547176)	(18, 0.06521100933365204)	(19, 0.07010205931146289)	(20, 0.07647334268314533)	(21, 0.08315323228967131)	(22, 0.08851436850892987)	(23, 0.09479952921042341)	(24, 0.10166422371339638)	(25, 0.10719760527303272)	(26, 0.11904126664630105)	(27, 0.12453696953772975)	(28, 0.13718982516631453)	(29, 0.1425491671632775)	(30, 0.14922905676980347)	(31, 0.15819478558092628)	(32, 0.16426105116235643)	(33, 0.16940508648384714)	(34, 0.17536190450524552)	(35, 0.18405849997202808)	(36, 0.20328718031399393)	(37, 0.21231929535005403)	(38, 0.22108765970866065)	(39, 0.22699603372807778)	(40, 0.23550423585382213)
NeuN_plus.B62_T1_HS - nextera_transposase_sequence	(1, 1.5188526829849161e-05)	(2, 2.1263937561788825e-05)	(3, 2.8858200976713408e-05)	(4, 6.68295180513363e-05)	(5, 7.594263414924581e-05)	(6, 7.898033951521564e-05)	(7, 9.265001366207988e-05)	(8, 0.00010176312975998938)	(9, 0.00019896970147102402)	(10, 0.00029921397854802847)	(11, 0.00035389267513548546)	(12, 0.00040249596099100276)	(13, 0.00044198613074861057)	(14, 0.0005164099122148715)	(15, 0.0006318427161217252)	(16, 0.000797397658567081)	(17, 0.000941688663450648)	(18, 0.001104205900530034)	(19, 0.0012879870751712089)	(20, 0.0017709822283604121)	(21, 0.0021339880195938073)	(22, 0.003224524245976977)	(23, 0.003859404667464672)	(24, 0.004902856460675309)	(25, 0.0058278377446131235)	(26, 0.008051438072503041)	(27, 0.037447312898993106)	(28, 0.07076790305831619)	(29, 0.11707164595179435)	(30, 0.17292897222124762)	(31, 0.23323198029379774)	(32, 0.2884179736773717)	(33, 0.36196993370359926)	(34, 0.4816965341452512)	(35, 0.6579441994788209)	(36, 0.9331132212025152)	(37, 1.3096565463993546)	(38, 1.7120613762293784)	(39, 2.155649896558538)	(40, 2.7243053033627245)
NeuN_plus.B62_T1_HS - polya	(1, 0.0008596706185694626)	(2, 0.0009021984936930402)	(3, 0.0009204247258888592)	(4, 0.0009690280117443764)	(5, 0.001102687047847049)	(6, 0.00144898545956761)	(7, 0.0015811256429872976)	(8, 0.0017983215766541407)	(9, 0.0019669142244654663)	(10, 0.0028554430440116425)	(11, 0.003990025998201374)	(12, 0.005502803270454351)	(13, 0.007193286306616563)	(14, 0.008891363606193699)	(15, 0.011529610716538498)	(16, 0.017254166478708647)	(17, 0.02020225953638237)	(18, 0.02996848228797538)	(19, 0.03238193920123841)	(20, 0.03551077572818734)	(21, 0.03872466800538342)	(22, 0.04141455610694971)	(23, 0.04441884671389387)	(24, 0.047761841469143675)	(25, 0.050392494316073545)	(26, 0.055992504158238934)	(27, 0.05870061849200104)	(28, 0.06400748976635033)	(29, 0.06655916227376499)	(30, 0.06967584797925004)	(31, 0.07386332482623946)	(32, 0.07685698346440273)	(33, 0.07938891088693859)	(34, 0.08244332363242125)	(35, 0.08672952590380469)	(36, 0.09622539287782637)	(37, 0.10061943368970173)	(38, 0.10498005974255144)	(39, 0.1078522101660759)	(40, 0.11189691486086474)
NeuN_plus.B65_T1_HS - nextera_transposase_sequence	(1, 3.3812231750659405e-06)	(2, 1.0143669525197821e-05)	(3, 2.0287339050395643e-05)	(4, 6.762446350131882e-05)	(5, 8.114935620158257e-05)	(6, 8.453057937664851e-05)	(7, 0.00010143669525197822)	(8, 0.00010650853001457713)	(9, 0.00017244238192836296)	(10, 0.00021470767161668722)	(11, 0.00025866357289254445)	(12, 0.0002738790771803412)	(13, 0.00031276314369359953)	(14, 0.00034995659861932485)	(15, 0.00042265289688324256)	(16, 0.0004885867487970285)	(17, 0.0005460675427731494)	(18, 0.0006745540234256551)	(19, 0.0007624658259773697)	(20, 0.0011868093344481452)	(21, 0.001362632939551574)	(22, 0.002054093078852559)	(23, 0.002292469312694708)	(24, 0.002791199731016934)	(25, 0.0031698967266243195)	(26, 0.0038562850311627053)	(27, 0.0077294761782007405)	(28, 0.014307645865291528)	(29, 0.02644454645219072)	(30, 0.0441080563187352)	(31, 0.06106658115327842)	(32, 0.07330153721225453)	(33, 0.08430234681233156)	(34, 0.10212646477969167)	(35, 0.12927768687547117)	(36, 0.17670441374053358)	(37, 0.25095776527656916)	(38, 0.34232517791320105)	(39, 0.4728505361402715)	(40, 0.6995767655327306)
NeuN_plus.B65_T1_HS - polya	(1, 0.0008655931328168808)	(2, 0.0009298363731431337)	(3, 0.000963648604893793)	(4, 0.0010870632507836999)	(5, 0.0015046443129043436)	(6, 0.0024666023062106038)	(7, 0.0028520617481681207)	(8, 0.0036821520376468094)	(9, 0.00425188814264542)	(10, 0.006814855309345403)	(11, 0.01032456496506385)	(12, 0.014914575425215864)	(13, 0.019918785724313458)	(14, 0.0250024547680251)	(15, 0.03223150991631608)	(16, 0.048990542583530416)	(17, 0.0572711581392669)	(18, 0.08525923297087523)	(19, 0.09187966794765434)	(20, 0.1001129463789399)	(21, 0.10844597089388991)	(22, 0.11559218607439178)	(23, 0.12317626965606468)	(24, 0.13251182684242174)	(25, 0.1397493350486504)	(26, 0.15547033220111947)	(27, 0.1626909342914728)	(28, 0.17831556658345252)	(29, 0.18560379313730715)	(30, 0.1947280238752226)	(31, 0.20728419613582996)	(32, 0.21565103288253062)	(33, 0.22318270750499)	(34, 0.23205165589318796)	(35, 0.2447853423704863)	(36, 0.2743000394656369)	(37, 0.2877995729920877)	(38, 0.30120781349281167)	(39, 0.3098519105398677)	(40, 0.32191273360532796)
NeuN_plus.B66_T2_HS - nextera_transposase_sequence	(1, 5.518602989934951e-06)	(2, 2.7593014949674756e-05)	(3, 4.5988358249457925e-05)	(4, 7.726044185908932e-05)	(5, 9.381625082889417e-05)	(6, 0.00010117438814880744)	(7, 0.00011037205979869903)	(8, 0.00012324880010854724)	(9, 0.0002372999285672029)	(10, 0.0003531905913558369)	(11, 0.000377104537645555)	(12, 0.00040469755259522975)	(13, 0.00044332777352477443)	(14, 0.0004948347347641672)	(15, 0.0005923300542530181)	(16, 0.0006475160841523676)	(17, 0.0007210974573515003)	(18, 0.0007983578992105896)	(19, 0.0008866555470495489)	(20, 0.0012214507951056025)	(21, 0.0013502181982040847)	(22, 0.0017493971478093795)	(23, 0.0019995738166864304)	(24, 0.0023877155603118554)	(25, 0.0028862293637359794)	(26, 0.00360732682108748)	(27, 0.010321627125508336)	(28, 0.018926968721146905)	(29, 0.03504312898608694)	(30, 0.05608924125536886)	(31, 0.07549264936798016)	(32, 0.08905185691425033)	(33, 0.10297161318919626)	(34, 0.12549487152545077)	(35, 0.161614128094575)	(36, 0.22252662836314704)	(37, 0.31696096272691393)	(38, 0.4332250509845335)	(39, 0.5891568575338055)	(40, 0.8434485647070181)
NeuN_plus.B66_T2_HS - polya	(1, 0.0007578881439510666)	(2, 0.000824111379830286)	(3, 0.0008572229977698957)	(4, 0.000991509003858313)	(5, 0.0013612554041839546)	(6, 0.0021448970287547176)	(7, 0.00245945739918101)	(8, 0.0030131572325044834)	(9, 0.00335531061788045)	(10, 0.0053953541898264035)	(11, 0.00831837424016195)	(12, 0.011984566159808736)	(13, 0.016149271882879644)	(14, 0.0202845450566709)	(15, 0.026498492023337657)	(16, 0.0395260741482441)	(17, 0.045820960625429896)	(18, 0.06699400076348033)	(19, 0.0722900200994879)	(20, 0.07869711817080238)	(21, 0.08522378597356545)	(22, 0.09095025634278796)	(23, 0.09702807776903631)	(24, 0.104010950085634)	(25, 0.10944309496205998)	(26, 0.1211738053843317)	(27, 0.12684325018932488)	(28, 0.13807728634250246)	(29, 0.14346896146366891)	(30, 0.15026052220994884)	(31, 0.16318141134371655)	(32, 0.16944502573729273)	(33, 0.1749507519869178)	(34, 0.18158595231514962)	(35, 0.19085168673525038)	(36, 0.21105529228140224)	(37, 0.22065214288089913)	(38, 0.229993298208529)	(39, 0.23623115912148548)	(40, 0.24509035645466107)
NeuN_plus.B69_T1_HS - nextera_transposase_sequence	(1, 6.962082493659771e-06)	(2, 9.74691549112368e-06)	(3, 1.5316581486051496e-05)	(4, 3.063316297210299e-05)	(5, 3.202557947083494e-05)	(6, 3.34179959695669e-05)	(7, 4.3164911460690575e-05)	(8, 5.291182695181426e-05)	(9, 9.189948891630898e-05)	(10, 0.00014063406637192737)	(11, 0.00015734306435671083)	(12, 0.00017126722934403035)	(13, 0.00017683689533895818)	(14, 0.0001851913943313499)	(15, 0.00020468522531359726)	(16, 0.00022557147279457656)	(17, 0.00024367288727809196)	(18, 0.00038709178664748326)	(19, 0.0004427884465967614)	(20, 0.0008410195652341003)	(21, 0.0009593749676263165)	(22, 0.001666722548982149)	(23, 0.001849129110316035)	(24, 0.002651161013585641)	(25, 0.00309255704368367)	(26, 0.004594974445815449)	(27, 0.016057347063376894)	(28, 0.032097985128769005)	(29, 0.04988053623407479)	(30, 0.06692510659505264)	(31, 0.08232384065452933)	(32, 0.1034481913567918)	(33, 0.13744821742282864)	(34, 0.19524185661919716)	(35, 0.28012217396539835)	(36, 0.42265410402509734)	(37, 0.6410838725976777)	(38, 0.9040194497192275)	(39, 1.1951138656946336)	(40, 1.5115753254439386)
NeuN_plus.B70_T1_HS - nextera_transposase_sequence	(1, 9.348556148222853e-06)	(2, 1.1685695185278568e-05)	(3, 1.402283422233428e-05)	(4, 2.3371390370557135e-05)	(5, 2.3371390370557135e-05)	(6, 2.3371390370557135e-05)	(7, 3.271994651877999e-05)	(8, 3.271994651877999e-05)	(9, 5.8428475926392836e-05)	(10, 0.00010984553474161853)	(11, 0.00012620550800100853)	(12, 0.00013321692511217566)	(13, 0.0001378912031862871)	(14, 0.00016359973259389994)	(15, 0.00018930826200151278)	(16, 0.0002080053742979585)	(17, 0.00023605104274262704)	(18, 0.0002640967111872956)	(19, 0.0003108394919284099)	(20, 0.0004206850266700284)	(21, 0.00046509066837408696)	(22, 0.0005959704544492069)	(23, 0.0007245131014872711)	(24, 0.000995621229785734)	(25, 0.001271403636158308)	(26, 0.0018066084756440664)	(27, 0.010636319757640551)	(28, 0.02087766301801869)	(29, 0.03406613860412408)	(30, 0.04622627301392496)	(31, 0.0572271864613462)	(32, 0.0697028346411496)	(33, 0.08927871121552824)	(34, 0.12075763690563165)	(35, 0.16730409796763324)	(36, 0.24325644239386982)	(37, 0.3595968865194662)	(38, 0.4970720789571573)	(39, 0.6524404078625471)	(40, 0.8320331828870192)
NeuN_plus.B70_T1_HS - polya	(1, 0.0002968166577060756)	(2, 0.000334210882298967)	(3, 0.000366930828817747)	(4, 0.00045807925126291983)	(5, 0.0006917931549684912)	(6, 0.0012340094115654166)	(7, 0.0014630490371968766)	(8, 0.0019421625397932978)	(9, 0.002203922111943538)	(10, 0.003596856978028743)	(11, 0.005349711255820528)	(12, 0.007663478902505684)	(13, 0.00997724654919084)	(14, 0.012333082698543)	(15, 0.01576633994397784)	(16, 0.02309560796418456)	(17, 0.026816333311177255)	(18, 0.03852306274778932)	(19, 0.041383720929145516)	(20, 0.04509509771998999)	(21, 0.048745708895871015)	(22, 0.051924217986266785)	(23, 0.05541356656859096)	(24, 0.059061840605434936)	(25, 0.062041692877680965)	(26, 0.06831691119217556)	(27, 0.0714019347210891)	(28, 0.07777297573610298)	(29, 0.08083462787464596)	(30, 0.08442213629652648)	(31, 0.0905851719372424)	(32, 0.09382444664260162)	(33, 0.09700529287203444)	(34, 0.10048763003724745)	(35, 0.10547508474232435)	(36, 0.11625630712026234)	(37, 0.12150552139748948)	(38, 0.12649297610256638)	(39, 0.1300804845244469)	(40, 0.13465426561996494)
NeuN_plus.B71_T1_HS - nextera_transposase_sequence	(1, 4.596968910400456e-06)	(2, 4.596968910400456e-06)	(3, 6.895453365600684e-06)	(4, 1.3790906731201368e-05)	(5, 1.6089391186401595e-05)	(6, 1.8387875641601825e-05)	(7, 2.7581813462402736e-05)	(8, 3.447726682800342e-05)	(9, 5.74621113800057e-05)	(10, 9.193937820800912e-05)	(11, 9.653634711840958e-05)	(12, 0.00010573028493921048)	(13, 0.00011722270721521163)	(14, 0.00012871512949121276)	(15, 0.0001562969429536155)	(16, 0.0001723863341400171)	(17, 0.0001884757253264187)	(18, 0.0002206545076992219)	(19, 0.00026662419680322647)	(20, 0.0003493696371904347)	(21, 0.00040913023302564057)	(22, 0.0005056665801440502)	(23, 0.0006642620075528659)	(24, 0.0009147968131696907)	(25, 0.0013101361394641299)	(26, 0.0022617087039170244)	(27, 0.01935323911278592)	(28, 0.037148105764946086)	(29, 0.05724145687230648)	(30, 0.07540408103729868)	(31, 0.09333685675677086)	(32, 0.11775595560881807)	(33, 0.159275778807555)	(34, 0.2278832413108266)	(35, 0.33111967061614483)	(36, 0.4999663386951536)	(37, 0.7558910903594229)	(38, 1.0545239816857679)	(39, 1.3738547255311906)	(40, 1.7173172576717608)
NeuN_plus.B72_T1_HS - nextera_transposase_sequence	(1, 4.7741293197053607e-05)	(2, 5.3901460061189555e-05)	(3, 6.314171035739348e-05)	(4, 9.702262811014119e-05)	(5, 0.00011704317041858302)	(6, 0.00012782346243082093)	(7, 0.00015246412988736475)	(8, 0.0002202259653928602)	(9, 0.0003434293026755792)	(10, 0.00048511314055070596)	(11, 0.0005667353515005073)	(12, 0.0006252569367097988)	(13, 0.0006545177293144445)	(14, 0.0007084191893756342)	(15, 0.0007869613168933675)	(16, 0.0008624233609790329)	(17, 0.0009548258639410721)	(18, 0.0011442509950132524)	(19, 0.0012813147077402774)	(20, 0.0016016433846753467)	(21, 0.0017525674728466774)	(22, 0.0022130399459408395)	(23, 0.002414785410741292)	(24, 0.002895278426143896)	(25, 0.003267968521424121)	(26, 0.003977927752515789)	(27, 0.01038604133293321)	(28, 0.020186866813773505)	(29, 0.03295073255626319)	(30, 0.047464085688167484)	(31, 0.05984448104336471)	(32, 0.07256676565952148)	(33, 0.0905159518598976)	(34, 0.12062530745007809)	(35, 0.16874545090927606)	(36, 0.25483994300244006)	(37, 0.3983995516876963)	(38, 0.5765854583162607)	(39, 0.7874125491161654)	(40, 1.0442899673089185)
