Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
NeuN_minus.B44_T1_HS	(1, 31.2621531848309)	(2, 31.223024745687862)	(3, 34.65596616008858)	(4, 35.37900914421861)	(5, 35.83293930468056)	(6, 39.19235971934339)	(7, 39.36145707025288)	(8, 39.45585231054691)	(9, 39.465728659670845)	(10, 39.363836887783364)	(11, 39.41739450534907)	(12, 39.36378248270982)	(13, 39.408186862169764)	(14, 39.367236661936936)	(15, 39.4266143148768)	(16, 39.38043613057111)	(17, 39.381992315122694)	(18, 39.366502980157016)	(19, 39.368362991005235)	(20, 39.365454679709465)	(21, 39.367221614668125)	(22, 39.339275800437136)	(23, 39.34029294262261)	(24, 39.335865566326454)	(25, 39.31715924052556)	(26, 39.21966743186867)	(27, 39.18330999492338)	(28, 39.1719752795756)	(29, 39.140350618648846)	(30, 39.14290513075966)	(31, 39.13471471840953)	(32, 39.11583540441961)	(33, 39.092951012741025)	(34, 39.09522131097479)	(35, 39.10995710797078)	(36, 39.06881186942747)	(37, 39.068335985700706)	(38, 39.05482790400986)	(39, 39.018093088654254)	(40, 39.01196468399362)	(41, 39.01115984348004)	(42, 39.0047328203404)	(43, 38.995966955222606)	(44, 38.99347046041629)	(45, 38.93937056498927)	(46, 38.93355327756994)	(47, 38.93432115365881)	(48, 38.9186239935283)	(49, 38.88981908883668)	(50, 38.8804808069981)	(51, 38.50578180777666)
NeuN_minus.B45_T2_HS	(1, 31.29988454552859)	(2, 31.46640491002006)	(3, 35.372593121458664)	(4, 35.856386884367524)	(5, 36.216286595636106)	(6, 39.770241452996245)	(7, 39.94866278768358)	(8, 39.98078053906174)	(9, 39.93387552170773)	(10, 39.89855585637389)	(11, 40.00120687743622)	(12, 39.93837089310948)	(13, 39.98909201256129)	(14, 39.9362066380258)	(15, 39.99009964848064)	(16, 39.98565300780105)	(17, 39.93470501892681)	(18, 39.928454474030026)	(19, 39.93504025008667)	(20, 39.93086660705954)	(21, 39.918495000678625)	(22, 39.90197485211857)	(23, 39.761272058171656)	(24, 39.84299840133435)	(25, 39.867783329404766)	(26, 39.80138713584747)	(27, 39.78375285663586)	(28, 39.753141684178644)	(29, 39.73552479263182)	(30, 39.73293961273446)	(31, 39.72325704077372)	(32, 39.71876811902637)	(33, 39.71011990567588)	(34, 39.704664686145016)	(35, 39.691190924348064)	(36, 39.67901267558878)	(37, 39.67903002553629)	(38, 39.66036476341074)	(39, 39.6650934916066)	(40, 39.639825518366926)	(41, 39.6628012429427)	(42, 39.63146627593579)	(43, 39.60813016277626)	(44, 39.59367820339483)	(45, 39.61078021639043)	(46, 39.617740392999316)	(47, 39.57807767748775)	(48, 39.54568534433149)	(49, 39.56794566645175)	(50, 39.525923376936454)	(51, 39.26218063909173)
NeuN_minus.B46_T2_HS	(1, 31.39157466036654)	(2, 31.40431641524507)	(3, 35.13051330927056)	(4, 35.768789497331724)	(5, 36.09900509666121)	(6, 39.590587799498515)	(7, 39.72393495930852)	(8, 39.791050661210065)	(9, 39.79317240270566)	(10, 39.71407013963424)	(11, 39.812455856043194)	(12, 39.72960017512541)	(13, 39.776295905233454)	(14, 39.72921318724013)	(15, 39.76631144667671)	(16, 39.753968494863415)	(17, 39.728540027548114)	(18, 39.725362742321195)	(19, 39.723363471277054)	(20, 39.72492745479512)	(21, 39.65581563935442)	(22, 39.68585652884028)	(23, 39.67743921130659)	(24, 39.66567112911075)	(25, 39.65825380359162)	(26, 39.577670915133766)	(27, 39.562277365341984)	(28, 39.547306595282336)	(29, 39.520707325118224)	(30, 39.52093988045319)	(31, 39.52287783478761)	(32, 39.500874710365125)	(33, 39.49928732056816)	(34, 39.48864324903433)	(35, 39.47625112162726)	(36, 39.468264141466655)	(37, 39.45801223205209)	(38, 39.444664480668244)	(39, 39.44716593760216)	(40, 39.42505401166916)	(41, 39.36155029176161)	(42, 39.39712007433296)	(43, 39.387572757063275)	(44, 39.37769204800907)	(45, 39.374134945488834)	(46, 39.351971114248066)	(47, 39.33702083741432)	(48, 39.33550798510603)	(49, 39.323301906041124)	(50, 39.30468986048962)	(51, 39.03926479676098)
NeuN_minus.B47_T2_HS	(1, 31.516872831447582)	(2, 31.518861721037418)	(3, 35.47895005881764)	(4, 35.973456640084315)	(5, 36.25511149374529)	(6, 39.84371157835363)	(7, 39.996868174278326)	(8, 40.05051744675798)	(9, 40.0320321029253)	(10, 39.93879173361734)	(11, 40.05862125524627)	(12, 39.994357793058406)	(13, 40.04786375089525)	(14, 39.996137406903)	(15, 40.03461594124916)	(16, 40.01761241219102)	(17, 39.99781003573589)	(18, 39.98943290150922)	(19, 39.991401139985975)	(20, 39.99594297472512)	(21, 39.96240853579341)	(22, 39.95945607602875)	(23, 39.94768119357125)	(24, 39.94962488449849)	(25, 39.94504937341591)	(26, 39.88121921351358)	(27, 39.86265351031813)	(28, 39.85196122489118)	(29, 39.8438120321957)	(30, 39.83026497623174)	(31, 39.82505211947587)	(32, 39.81932066558556)	(33, 39.795816247768826)	(34, 39.791364940236086)	(35, 39.702212433714195)	(36, 39.72132024254389)	(37, 39.67927650597268)	(38, 39.71989171617615)	(39, 39.72705967485166)	(40, 39.726026432682566)	(41, 39.71774952964446)	(42, 39.69879203048869)	(43, 39.65500860926907)	(44, 39.6027444642771)	(45, 39.62789777977341)	(46, 39.63814893293305)	(47, 39.62968648530301)	(48, 39.60658193463635)	(49, 39.600659202826215)	(50, 39.59021172493385)	(51, 39.33367380147471)
NeuN_minus.B48_T2_HS	(1, 31.46084456533536)	(2, 31.483875303659772)	(3, 35.39998950202856)	(4, 35.90342078240232)	(5, 36.28511545881332)	(6, 39.91456484578924)	(7, 40.02737960573628)	(8, 40.08500744461618)	(9, 40.03401495215326)	(10, 39.98675844340631)	(11, 40.110284499674506)	(12, 40.0239548982157)	(13, 40.07570417058597)	(14, 40.003230571282835)	(15, 40.07043406248494)	(16, 40.0580164088537)	(17, 40.047733714622034)	(18, 40.05022652729541)	(19, 40.042450442221)	(20, 40.04505818220838)	(21, 40.05150013613336)	(22, 40.03441278176181)	(23, 40.024870542218)	(24, 39.97520093174982)	(25, 39.98220199655203)	(26, 39.9161133616548)	(27, 39.90599053557486)	(28, 39.89155690327246)	(29, 39.88465468228213)	(30, 39.84537629714607)	(31, 39.8558810180816)	(32, 39.81780026815382)	(33, 39.818389835420035)	(34, 39.81761977965081)	(35, 39.76445424800526)	(36, 39.788610980227354)	(37, 39.78128242557211)	(38, 39.77634374917665)	(39, 39.75723669740512)	(40, 39.74945455080275)	(41, 39.74130832205582)	(42, 39.728483225902046)	(43, 39.719307838955764)	(44, 39.70713768532076)	(45, 39.68750218359108)	(46, 39.66902822680653)	(47, 39.65464766076432)	(48, 39.63709814277572)	(49, 39.63207440045864)	(50, 39.61245968642303)	(51, 39.381338589533385)
NeuN_minus.B50_T1_HS	(1, 31.488802837376344)	(2, 31.49476884000816)	(3, 35.39168366347891)	(4, 35.9196759696148)	(5, 36.23002684524248)	(6, 39.79410069017811)	(7, 39.917416649447766)	(8, 39.96695440998461)	(9, 39.97740944367265)	(10, 39.88765978930469)	(11, 39.99128530034755)	(12, 39.920649815514594)	(13, 39.975378887663666)	(14, 39.92445092976323)	(15, 39.96492660374007)	(16, 39.94204043033187)	(17, 39.93122886705957)	(18, 39.926095312102966)	(19, 39.935722643489875)	(20, 39.9341263414195)	(21, 39.92761440032377)	(22, 39.909590274540314)	(23, 39.89944022105507)	(24, 39.88582602129007)	(25, 39.88245813997046)	(26, 39.809341613458045)	(27, 39.781366380226686)	(28, 39.76623312704802)	(29, 39.76015004478345)	(30, 39.74208948752176)	(31, 39.746006335526886)	(32, 39.73151576146993)	(33, 39.728203676003446)	(34, 39.71279783647142)	(35, 39.707930126884456)	(36, 39.70463267202118)	(37, 39.68987764488036)	(38, 39.67679551873326)	(39, 39.67298913700337)	(40, 39.65736213287324)	(41, 39.65877001226639)	(42, 39.641958544203234)	(43, 39.63156732361401)	(44, 39.630342982295424)	(45, 39.621796377947625)	(46, 39.59771251389139)	(47, 39.59075697893986)	(48, 39.56651580979385)	(49, 39.564468940836335)	(50, 39.54952759104937)	(51, 39.31944167808215)
NeuN_minus.B51_T1_HS	(1, 31.363342255373833)	(2, 31.569653068929007)	(3, 35.5913651203926)	(4, 36.068218563093346)	(5, 36.33918713483391)	(6, 39.937797729463945)	(7, 40.078348728856234)	(8, 40.09803438408866)	(9, 40.09714071273002)	(10, 40.05128178228918)	(11, 40.1252138850185)	(12, 40.07217292270087)	(13, 40.1075616626731)	(14, 40.07691683365203)	(15, 40.11054016021116)	(16, 40.103637875568054)	(17, 40.05418568806212)	(18, 40.04593679955252)	(19, 40.04901372994539)	(20, 40.04423320589221)	(21, 40.03351612198264)	(22, 40.017613858112135)	(23, 39.87441056962259)	(24, 39.960356942882775)	(25, 39.98672390284679)	(26, 39.927871289346854)	(27, 39.91039853385652)	(28, 39.88168973305482)	(29, 39.86578552526797)	(30, 39.86341850991037)	(31, 39.85541097227032)	(32, 39.852900139234215)	(33, 39.84476984568694)	(34, 39.83922945919428)	(35, 39.82833356711203)	(36, 39.8164977352491)	(37, 39.81918785842062)	(38, 39.79969283551317)	(39, 39.80409008673835)	(40, 39.78074662356592)	(41, 39.80334201632032)	(42, 39.773368464989034)	(43, 39.75161615357209)	(44, 39.74113137569819)	(45, 39.758223187847044)	(46, 39.767947476729915)	(47, 39.729864308052456)	(48, 39.70037112897376)	(49, 39.72446838185528)	(50, 39.684333546034196)	(51, 39.43825242113576)
NeuN_minus.B52_T1_HS	(1, 31.56069469580547)	(2, 31.565437038755682)	(3, 35.59615110497353)	(4, 36.06470407652918)	(5, 36.34040961271391)	(6, 39.966234602909424)	(7, 40.09877238039812)	(8, 40.151288838861134)	(9, 40.141611206188585)	(10, 40.07127565247074)	(11, 40.16975508856872)	(12, 40.09978453768823)	(13, 40.15501724550727)	(14, 40.10894503641464)	(15, 40.14987408223846)	(16, 40.13136334023867)	(17, 40.11606551440892)	(18, 40.11141571407104)	(19, 40.119021574847885)	(20, 40.116405983796504)	(21, 40.104911520401416)	(22, 40.09282769509307)	(23, 40.08501485874824)	(24, 40.071352929448935)	(25, 40.05828864718509)	(26, 40.003422246813656)	(27, 39.97691847976852)	(28, 39.97154370582401)	(29, 39.958558496495314)	(30, 39.93480610162484)	(31, 39.941820940075374)	(32, 39.920385770199275)	(33, 39.912577271259934)	(34, 39.90365904035005)	(35, 39.8951365638047)	(36, 39.86236607604024)	(37, 39.86034411653565)	(38, 39.83105127916272)	(39, 39.81439891209738)	(40, 39.79982272210519)	(41, 39.62879821388353)	(42, 39.7446613442748)	(43, 39.735961322135395)	(44, 39.75889511643553)	(45, 39.773931494983884)	(46, 39.766773572981315)	(47, 39.72620922502102)	(48, 39.725726332858024)	(49, 39.71819083631938)	(50, 39.68815381198896)	(51, 39.454662057744116)
NeuN_minus.B53_T1_HS	(1, 31.51485497983745)	(2, 31.502279315352457)	(3, 35.47313993066878)	(4, 35.94825930604644)	(5, 36.25342775276359)	(6, 39.84783039734245)	(7, 40.00923009634097)	(8, 40.06541836025459)	(9, 40.05062730086674)	(10, 39.97203187672198)	(11, 40.08957224833076)	(12, 40.01165623804393)	(13, 40.07605722682614)	(14, 40.02422987962494)	(15, 40.06738200309876)	(16, 40.04820054566011)	(17, 40.02791063632633)	(18, 40.02342041957085)	(19, 40.031177360958594)	(20, 40.0286989553757)	(21, 40.01477505854898)	(22, 40.003368284360874)	(23, 39.994353776524626)	(24, 39.97964801072762)	(25, 39.966841370402705)	(26, 39.906744358560196)	(27, 39.87961433103444)	(28, 39.8756496547848)	(29, 39.8622341701048)	(30, 39.837778056857466)	(31, 39.842552043930574)	(32, 39.82022851917227)	(33, 39.81207959868503)	(34, 39.80578591328593)	(35, 39.795097153943225)	(36, 39.76451721290657)	(37, 39.760219818695404)	(38, 39.73098845820526)	(39, 39.71570820425852)	(40, 39.70202110326596)	(41, 39.532579896665425)	(42, 39.645301512014605)	(43, 39.63535270441868)	(44, 39.65664867685996)	(45, 39.674294435133746)	(46, 39.66448369902518)	(47, 39.624236847036855)	(48, 39.62379719704435)	(49, 39.615967994873365)	(50, 39.586459463375306)	(51, 39.340121773513744)
NeuN_minus.B54_T1_HS	(1, 31.53926884964362)	(2, 31.529588083416474)	(3, 35.473598665740745)	(4, 35.96525113824619)	(5, 36.30759269131502)	(6, 39.93540346326195)	(7, 40.047615405212724)	(8, 40.10707263344658)	(9, 40.0682472831039)	(10, 40.01090830806732)	(11, 40.12668898531469)	(12, 40.04274879955058)	(13, 40.09323043234646)	(14, 40.033270679779235)	(15, 40.080130179694436)	(16, 40.07334129988225)	(17, 40.05776018808701)	(18, 40.05282286512931)	(19, 40.058968582995874)	(20, 40.05920336130697)	(21, 40.05110788323871)	(22, 40.03807584031459)	(23, 40.03784306416992)	(24, 40.01237793709796)	(25, 39.99919351570218)	(26, 39.935862076003595)	(27, 39.91106934639472)	(28, 39.8955115219332)	(29, 39.880308411383)	(30, 39.86498804774681)	(31, 39.86985134886243)	(32, 39.845692256329784)	(33, 39.85320481239166)	(34, 39.83327005774695)	(35, 39.81253286201429)	(36, 39.81590511286241)	(37, 39.79694356660678)	(38, 39.782864662783176)	(39, 39.768081462903304)	(40, 39.76197260044971)	(41, 39.7565889304495)	(42, 39.74204029505713)	(43, 39.7333701952258)	(44, 39.716375670567814)	(45, 39.71275680335664)	(46, 39.64803500486692)	(47, 39.66143521315054)	(48, 39.65231898010031)	(49, 39.64791586624556)	(50, 39.60230703999619)	(51, 39.402881584005215)
NeuN_minus.B55_T1_HS	(1, 31.50019753359722)	(2, 31.48485078591298)	(3, 35.399143286744476)	(4, 35.888805180949284)	(5, 36.24267839160974)	(6, 39.84114102505282)	(7, 39.96646088726445)	(8, 40.02209303178115)	(9, 39.98129525916073)	(10, 39.91143717707963)	(11, 40.04756109488922)	(12, 39.95512436712855)	(13, 40.016397238512724)	(14, 39.949111053747146)	(15, 39.99921641742086)	(16, 39.990221597285114)	(17, 39.97212501345244)	(18, 39.963426515378565)	(19, 39.97023394969975)	(20, 39.96760582468366)	(21, 39.95908145222007)	(22, 39.94392191643278)	(23, 39.941004714477764)	(24, 39.913632570661655)	(25, 39.90044559759377)	(26, 39.829640328351054)	(27, 39.8012404690451)	(28, 39.78200986747613)	(29, 39.76665627332403)	(30, 39.74847444663337)	(31, 39.75357359189432)	(32, 39.72745131845031)	(33, 39.733137890653175)	(34, 39.711769596493276)	(35, 39.69062177593112)	(36, 39.68965042680447)	(37, 39.67002505269917)	(38, 39.654144471183415)	(39, 39.63759019723079)	(40, 39.62669188570323)	(41, 39.621382007895)	(42, 39.60566386966211)	(43, 39.59303104450251)	(44, 39.57296682047416)	(45, 39.5689806682267)	(46, 39.50265903811841)	(47, 39.51189825115732)	(48, 39.50223291049259)	(49, 39.49630561994654)	(50, 39.44912323006023)	(51, 39.22508712910322)
NeuN_minus.B56_T1_HS	(1, 31.440033797742736)	(2, 31.450817216889995)	(3, 35.34874856900275)	(4, 35.84838055893143)	(5, 36.23443732157296)	(6, 39.82832696923558)	(7, 39.9585770508101)	(8, 40.01228829386407)	(9, 39.97010946017267)	(10, 39.90735621911049)	(11, 40.04416797692208)	(12, 39.95584713384218)	(13, 40.012742183445624)	(14, 39.94023470794592)	(15, 40.00260903085382)	(16, 39.98484092851239)	(17, 39.96918247774664)	(18, 39.967429833717055)	(19, 39.96023504793811)	(20, 39.96039303412656)	(21, 39.96698422357509)	(22, 39.94856097516058)	(23, 39.93521081955906)	(24, 39.88962099842171)	(25, 39.892960823612206)	(26, 39.8209352240887)	(27, 39.808865390950885)	(28, 39.790415698698915)	(29, 39.78560850811582)	(30, 39.74849428317289)	(31, 39.75910046564765)	(32, 39.7225676588405)	(33, 39.72176752813239)	(34, 39.72107377090854)	(35, 39.669463695365735)	(36, 39.69200423353245)	(37, 39.68548256933991)	(38, 39.67839976062031)	(39, 39.661312854679935)	(40, 39.65274725499588)	(41, 39.643984286694014)	(42, 39.63183102954516)	(43, 39.62129227885593)	(44, 39.609448115538164)	(45, 39.59334356667869)	(46, 39.57314407940581)	(47, 39.55735232336658)	(48, 39.541326696769616)	(49, 39.53641111793369)	(50, 39.51631161355102)	(51, 39.26727537337361)
NeuN_minus.B57_T2_HS	(1, 31.344445419913498)	(2, 31.359192511657472)	(3, 34.97692609451332)	(4, 35.62992280952868)	(5, 35.950932731160236)	(6, 39.25717966954566)	(7, 39.440548645777305)	(8, 39.46258551406231)	(9, 39.531857794392856)	(10, 39.392693065081815)	(11, 39.48559838729035)	(12, 39.41665653907531)	(13, 39.43179918475482)	(14, 39.40325229037664)	(15, 39.401606753110514)	(16, 39.35403455234861)	(17, 39.29665029360384)	(18, 39.271968568164546)	(19, 39.253980321208374)	(20, 39.24312731426946)	(21, 39.23355649595711)	(22, 39.194790610011424)	(23, 39.17162075541311)	(24, 39.12432573356507)	(25, 39.07622911323195)	(26, 38.899730355658484)	(27, 38.82432115503438)	(28, 38.750110529287035)	(29, 38.66258884794389)	(30, 38.57084060489947)	(31, 38.48561412321137)	(32, 38.359976662829)	(33, 38.27278239088206)	(34, 38.172740206167234)	(35, 38.05267690686913)	(36, 37.9557349653054)	(37, 36.82206482843846)	(38, 28.826105092837487)	(39, 27.875915861719484)	(40, 27.808096131363826)	(41, 27.44730115619013)	(42, 27.793732924969884)	(43, 28.136330263198836)	(44, 29.04059420882545)	(45, 31.39698259269302)	(46, 34.27517889608514)	(47, 35.53437356365269)	(48, 35.966186528451345)	(49, 36.07067582224632)	(50, 35.784518676404566)	(51, 31.457010019425418)
NeuN_minus.B58_T1_HS	(1, 31.328690483041235)	(2, 31.340043411672458)	(3, 35.02036086717458)	(4, 35.665999131424726)	(5, 36.00741153673906)	(6, 39.44387249395826)	(7, 39.600034469553904)	(8, 39.66274291611144)	(9, 39.66741401843818)	(10, 39.577493405037046)	(11, 39.69014496847933)	(12, 39.60157988951292)	(13, 39.654479157135896)	(14, 39.60224513947341)	(15, 39.64147503821065)	(16, 39.62493648875932)	(17, 39.595931897344045)	(18, 39.589861445328125)	(19, 39.58505602283303)	(20, 39.58266385754433)	(21, 39.51196336096951)	(22, 39.53652604501276)	(23, 39.524434083552386)	(24, 39.509881922744654)	(25, 39.50111759002428)	(26, 39.40987107963448)	(27, 39.387553480684005)	(28, 39.368063305740144)	(29, 39.33951403561275)	(30, 39.33760067239324)	(31, 39.3360969701499)	(32, 39.31141695988673)	(33, 39.30726940712309)	(34, 39.29362078056526)	(35, 39.278418305049996)	(36, 39.267342950716944)	(37, 39.256033662545285)	(38, 39.238256361072814)	(39, 39.240849210326175)	(40, 39.21497690464144)	(41, 39.148811092686216)	(42, 39.18127400116029)	(43, 39.169238537295314)	(44, 39.15642302206512)	(45, 39.15291457771388)	(46, 39.123359091044776)	(47, 39.1056364615321)	(48, 39.10048003145997)	(49, 39.085822741231866)	(50, 39.064599358343465)	(51, 38.77025185827855)
NeuN_minus.B59_T1_HS	(1, 31.415143231067656)	(2, 31.444013096351053)	(3, 35.223103006449435)	(4, 35.840404732549636)	(5, 36.17323249295723)	(6, 39.71280488022391)	(7, 39.83456829702189)	(8, 39.904964816153736)	(9, 39.89560068800859)	(10, 39.835675175335766)	(11, 39.9099980781778)	(12, 39.84173573920767)	(13, 39.87523979992541)	(14, 39.83532733519342)	(15, 39.874586391930386)	(16, 39.86235468033895)	(17, 39.84923834129312)	(18, 39.84377133698154)	(19, 39.84604744054284)	(20, 39.848238826218534)	(21, 39.7795688708823)	(22, 39.80620390838296)	(23, 39.802230760862074)	(24, 39.79360137912514)	(25, 39.78573858882503)	(26, 39.71266750611414)	(27, 39.70013051551382)	(28, 39.684574486222346)	(29, 39.656901517422114)	(30, 39.66395287328594)	(31, 39.6604235342589)	(32, 39.64128171142029)	(33, 39.64003633250583)	(34, 39.62972156165652)	(35, 39.621606148571686)	(36, 39.613428850703386)	(37, 39.605697628752736)	(38, 39.59361972648312)	(39, 39.598334408241456)	(40, 39.5798374147371)	(41, 39.5136910587695)	(42, 39.550294139025745)	(43, 39.53928646079219)	(44, 39.530088157870814)	(45, 39.5274377127488)	(46, 39.50704830134068)	(47, 39.494853345122394)	(48, 39.490286147006735)	(49, 39.481295522775284)	(50, 39.462517368719084)	(51, 39.2260154040108)
NeuN_minus.B60_T1_HS	(1, 31.391712734806948)	(2, 31.51396118155903)	(3, 35.39865626102616)	(4, 35.95784294657682)	(5, 36.24265126208953)	(6, 39.786117110124955)	(7, 39.9089682256935)	(8, 39.954441880107524)	(9, 39.98435554879195)	(10, 39.8920055619568)	(11, 39.97094683310652)	(12, 39.893783524474486)	(13, 39.93924635995974)	(14, 39.91117556736564)	(15, 39.944137480906925)	(16, 39.92860836414964)	(17, 39.91128976543971)	(18, 39.90554301511123)	(19, 39.90708808267443)	(20, 39.904176747858656)	(21, 39.88132408806315)	(22, 39.87587720107992)	(23, 39.86813053674247)	(24, 39.86529767418561)	(25, 39.85644338504387)	(26, 39.790293356732526)	(27, 39.76923909866835)	(28, 39.59535028593572)	(29, 39.702306044549516)	(30, 39.724073449038066)	(31, 39.723051348254906)	(32, 39.711256816742385)	(33, 39.711521094373715)	(34, 39.699265692062276)	(35, 39.69249972080937)	(36, 39.692831931973316)	(37, 39.63169461691512)	(38, 39.65250316854512)	(39, 39.65885137347935)	(40, 39.64760929227363)	(41, 39.64260363078268)	(42, 39.63876157232317)	(43, 39.64160965921433)	(44, 39.558284044421306)	(45, 39.580484486263245)	(46, 39.529842108086484)	(47, 39.55896904606407)	(48, 39.56212859356946)	(49, 39.50417328891481)	(50, 39.52992492348371)	(51, 39.27521935105668)
NeuN_minus.B61_T1_HS	(1, 31.453857882527785)	(2, 31.58584094181624)	(3, 35.53236504549878)	(4, 36.09080582500099)	(5, 36.32889058034125)	(6, 39.91148275806189)	(7, 40.01082733027452)	(8, 40.05658253784952)	(9, 40.10309567034072)	(10, 40.01397895555376)	(11, 40.072821235954684)	(12, 40.00217284848077)	(13, 40.03744569431032)	(14, 40.01913923397987)	(15, 40.04172200640303)	(16, 40.02832529389847)	(17, 40.01270336053117)	(18, 40.01001805745092)	(19, 40.00897759486526)	(20, 40.00835018180077)	(21, 39.987447299320486)	(22, 39.98568809020989)	(23, 39.97787290144921)	(24, 39.978782728004425)	(25, 39.97186767985753)	(26, 39.91548562857755)	(27, 39.897628229601764)	(28, 39.73180270830098)	(29, 39.83921355867883)	(30, 39.864210738269286)	(31, 39.86445655007753)	(32, 39.857786879113306)	(33, 39.85939192032295)	(34, 39.85182707589438)	(35, 39.84773712503998)	(36, 39.85013691016109)	(37, 39.79287169970949)	(38, 39.81946895336014)	(39, 39.82818729406897)	(40, 39.82000757862827)	(41, 39.81537561863518)	(42, 39.813548607934635)	(43, 39.81810612277539)	(44, 39.74442761891557)	(45, 39.76935261961563)	(46, 39.72195676257839)	(47, 39.75383865965943)	(48, 39.761406701690454)	(49, 39.70737069718351)	(50, 39.73502399785121)	(51, 39.50789556344767)
NeuN_minus.B62_T1_HS	(1, 31.386694044766237)	(2, 31.495053760756885)	(3, 35.3534656991257)	(4, 35.91365827868625)	(5, 36.22564777519272)	(6, 39.77015229402815)	(7, 39.89599754296575)	(8, 39.94719992334019)	(9, 39.96160693607667)	(10, 39.87222799650419)	(11, 39.95699721166875)	(12, 39.877866691260984)	(13, 39.926349277296936)	(14, 39.89303996713895)	(15, 39.93370518487039)	(16, 39.91778025930292)	(17, 39.90224356855632)	(18, 39.897874587108284)	(19, 39.899779853369786)	(20, 39.89826366806388)	(21, 39.87643459059436)	(22, 39.87043346812612)	(23, 39.86262122951345)	(24, 39.8612067566538)	(25, 39.85092107230514)	(26, 39.78488422250283)	(27, 39.764060317842755)	(28, 39.585694604519624)	(29, 39.69639950632269)	(30, 39.716038716587065)	(31, 39.715302085789105)	(32, 39.703890301875134)	(33, 39.70378862468449)	(34, 39.69190769431564)	(35, 39.68331503743247)	(36, 39.68510651619994)	(37, 39.6214167383854)	(38, 39.645083338454214)	(39, 39.650679532568375)	(40, 39.63866475426114)	(41, 39.634170051293744)	(42, 39.62976962183806)	(43, 39.63378807434436)	(44, 39.54951636877612)	(45, 39.57174591476455)	(46, 39.51765081126517)	(47, 39.54927751199158)	(48, 39.55013473461707)	(49, 39.49128750928501)	(50, 39.51771580498949)	(51, 39.26468710977544)
NeuN_minus.B63_T1_HS	(1, 31.443347377882475)	(2, 31.483243344574888)	(3, 35.333168367689986)	(4, 35.87347305098496)	(5, 36.18058364474865)	(6, 39.68488997331993)	(7, 39.8419583984521)	(8, 39.91039302325026)	(9, 39.92392890225376)	(10, 39.84866495580229)	(11, 39.92858355720309)	(12, 39.87093486968681)	(13, 39.9081863802317)	(14, 39.88048379929302)	(15, 39.914868598038915)	(16, 39.890746489730205)	(17, 39.871126556920146)	(18, 39.882723058579074)	(19, 39.88421007453148)	(20, 39.87710418655498)	(21, 39.818246329315336)	(22, 39.811021559416815)	(23, 39.794580358121074)	(24, 39.77237209303516)	(25, 39.776243808242114)	(26, 39.734989221486174)	(27, 39.74221335143177)	(28, 39.728074551444195)	(29, 39.72660073985384)	(30, 39.726149829021644)	(31, 39.671240118700176)	(32, 39.6426804274749)	(33, 39.63150149510069)	(34, 39.62019839052692)	(35, 39.62675125251587)	(36, 39.60842253139438)	(37, 39.55679087328147)	(38, 39.599179541950704)	(39, 39.57100749154494)	(40, 39.567631121235074)	(41, 39.59514986502966)	(42, 39.50803433168265)	(43, 39.472339570627426)	(44, 39.518357796316124)	(45, 39.511610601955084)	(46, 39.48711416384774)	(47, 39.4925468948972)	(48, 39.46465979419796)	(49, 39.4889375177267)	(50, 39.4901996755524)	(51, 39.23800730348411)
NeuN_minus.B64_T2_HS	(1, 31.21244606854913)	(2, 31.485364637405794)	(3, 35.34619470648706)	(4, 35.90848531072679)	(5, 36.22420339161383)	(6, 39.795804708006095)	(7, 39.915485567884645)	(8, 39.9785929639442)	(9, 39.98100281065126)	(10, 39.85093668546763)	(11, 39.967212689509275)	(12, 39.902519221654074)	(13, 39.96098426992046)	(14, 39.915902848317806)	(15, 39.966615208912934)	(16, 39.94765602903939)	(17, 39.92961064752685)	(18, 39.9266051210756)	(19, 39.92951351645867)	(20, 39.9216432369735)	(21, 39.920041321510524)	(22, 39.85456515349937)	(23, 39.8684318108578)	(24, 39.877592458383695)	(25, 39.862378725299756)	(26, 39.80290416529631)	(27, 39.786777649225456)	(28, 39.78302756619947)	(29, 39.769174051230145)	(30, 39.762034457926546)	(31, 39.74891919654943)	(32, 39.72933793720547)	(33, 39.69967545004205)	(34, 39.71883048216609)	(35, 39.71849182617156)	(36, 39.7139363024417)	(37, 39.697780340522364)	(38, 39.69603815017157)	(39, 39.6454688806905)	(40, 39.63365584615711)	(41, 39.64626859315189)	(42, 39.650162342031976)	(43, 39.63243414039417)	(44, 39.62497154318335)	(45, 39.612158039489664)	(46, 39.511136958235426)	(47, 39.513114159792025)	(48, 39.53644427604987)	(49, 39.562454769155565)	(50, 39.549304410319486)	(51, 39.3088984645264)
