Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
NeuN_minus.B65_T1_HS	(1, 31.41221350596729)	(2, 31.441804539734232)	(3, 35.25853541061782)	(4, 35.792764204965366)	(5, 36.119828766875195)	(6, 39.60212392824705)	(7, 39.771291263411634)	(8, 39.83970048331569)	(9, 39.84875353205242)	(10, 39.764040867686084)	(11, 39.859371632370454)	(12, 39.79384552861245)	(13, 39.83967800993864)	(14, 39.80779761345143)	(15, 39.84559881423819)	(16, 39.82062678989041)	(17, 39.7965199405294)	(18, 39.80748540761403)	(19, 39.807086390102846)	(20, 39.79708107453881)	(21, 39.738269487529756)	(22, 39.731117030101)	(23, 39.71087506127147)	(24, 39.69074994199547)	(25, 39.69325679417416)	(26, 39.64737328247266)	(27, 39.65139155430879)	(28, 39.63243835260501)	(29, 39.631997770352825)	(30, 39.62971697273085)	(31, 39.57433314606186)	(32, 39.54467042962653)	(33, 39.53218447748838)	(34, 39.5216889901545)	(35, 39.52580916264597)	(36, 39.50760968959163)	(37, 39.454458631956086)	(38, 39.49598573054625)	(39, 39.467515784095326)	(40, 39.46189153631808)	(41, 39.490842609154676)	(42, 39.40104519814374)	(43, 39.365612787355545)	(44, 39.41043342639273)	(45, 39.40211175299986)	(46, 39.37543473377093)	(47, 39.37832937677823)	(48, 39.34581088046849)	(49, 39.36689352970462)	(50, 39.36894509087589)	(51, 39.09958659792655)
NeuN_minus.B66_T2_HS	(1, 31.21345704051479)	(2, 31.494192123556278)	(3, 35.37148502787209)	(4, 35.92206040021635)	(5, 36.23534247386612)	(6, 39.81413177374007)	(7, 39.9309410150534)	(8, 39.99584024298468)	(9, 39.991934972154574)	(10, 39.86827147521614)	(11, 39.97777643135969)	(12, 39.92026704704788)	(13, 39.97553059612463)	(14, 39.93247007194893)	(15, 39.98299498653491)	(16, 39.96433967270749)	(17, 39.94839166327552)	(18, 39.944667121913994)	(19, 39.94961137320999)	(20, 39.94133187314457)	(21, 39.93860858620686)	(22, 39.872369030349695)	(23, 39.88710332124306)	(24, 39.89712526407201)	(25, 39.882252397459524)	(26, 39.8221906785106)	(27, 39.806297250036536)	(28, 39.8023145025572)	(29, 39.78740688914069)	(30, 39.780948740497486)	(31, 39.76843218782618)	(32, 39.74923513000975)	(33, 39.71821500713313)	(34, 39.737726728451456)	(35, 39.73822860661415)	(36, 39.73326764854123)	(37, 39.71828254201561)	(38, 39.7161688302272)	(39, 39.66499386565009)	(40, 39.65183509788994)	(41, 39.66532294800576)	(42, 39.66823529311069)	(43, 39.65108036307003)	(44, 39.6439225379013)	(45, 39.632857433797255)	(46, 39.53047553955853)	(47, 39.532588790470335)	(48, 39.555461191070734)	(49, 39.582047417651594)	(50, 39.568601573146324)	(51, 39.33562874572317)
NeuN_minus.B67_T1_HS	(1, 31.57113187126505)	(2, 31.550977086671566)	(3, 35.52043016870105)	(4, 36.05030585314318)	(5, 36.30451708506976)	(6, 39.86683806998682)	(7, 39.9729342456963)	(8, 40.03349645424502)	(9, 40.076330834167955)	(10, 40.009141269853515)	(11, 40.00384724803286)	(12, 39.97642181831279)	(13, 40.010933051595714)	(14, 39.9866676641879)	(15, 40.017351120027755)	(16, 39.998863450918584)	(17, 39.9868065964523)	(18, 39.98782928989784)	(19, 39.99655415007592)	(20, 39.98713102981441)	(21, 39.94824621171574)	(22, 39.96292600410247)	(23, 39.95225457242714)	(24, 39.89126239074354)	(25, 39.91351586977806)	(26, 39.884337441780715)	(27, 39.8718178525465)	(28, 39.863928435517465)	(29, 39.85416974150484)	(30, 39.85066980979528)	(31, 39.84815950880663)	(32, 39.774628611403706)	(33, 39.815444616652904)	(34, 39.825022497994084)	(35, 39.82305819076814)	(36, 39.815884783888926)	(37, 39.80924105447553)	(38, 39.79685031810614)	(39, 39.79797419266519)	(40, 39.79486153643485)	(41, 39.787108743301324)	(42, 39.76968365510514)	(43, 39.77762652306108)	(44, 39.76724606056776)	(45, 39.75400661868146)	(46, 39.750325272117266)	(47, 39.742122504764346)	(48, 39.69628195467172)	(49, 39.70664952757725)	(50, 39.66089292468876)	(51, 39.495439537667835)
NeuN_minus.B68_T2_HS	(1, 31.25045790969778)	(2, 31.336295084621497)	(3, 34.94934605138389)	(4, 35.65056942176843)	(5, 36.00449077071811)	(6, 39.4287051080342)	(7, 39.56952321138653)	(8, 39.64095809087468)	(9, 39.656424597581186)	(10, 39.56817773622441)	(11, 39.625985668832776)	(12, 39.59043949798893)	(13, 39.6091145074304)	(14, 39.584608729706204)	(15, 39.62110102126315)	(16, 39.60002548156876)	(17, 39.59170149349112)	(18, 39.58330584017955)	(19, 39.580121744974605)	(20, 39.57676671650654)	(21, 39.580357496474804)	(22, 39.55402187897436)	(23, 39.555406744506726)	(24, 39.552280862200696)	(25, 39.544349945445546)	(26, 39.44576621318514)	(27, 39.41231315586007)	(28, 39.4104089389021)	(29, 39.38617338932118)	(30, 39.378568953487544)	(31, 39.35018788293676)	(32, 39.3128387232848)	(33, 39.31036625928825)	(34, 39.26246072206818)	(35, 39.24688278384394)	(36, 39.24090361026035)	(37, 39.21583141136341)	(38, 34.19197413822153)	(39, 31.944723066498703)	(40, 32.54300283237437)	(41, 31.251002957499885)	(42, 32.02362667702756)	(43, 33.42550377450772)	(44, 32.62621468073998)	(45, 35.83565870325129)	(46, 37.93465239609313)	(47, 38.57959256609467)	(48, 38.78949410225198)	(49, 38.869218439472746)	(50, 38.88341940634926)	(51, 38.31984851757819)
NeuN_minus.B69_T1_HS	(1, 31.26493457292716)	(2, 31.3470274639892)	(3, 34.971949545096614)	(4, 35.67086159059345)	(5, 36.006839395296154)	(6, 39.424820712703244)	(7, 39.56430792889961)	(8, 39.62156335474208)	(9, 39.65101027811001)	(10, 39.542164194643384)	(11, 39.61714016532115)	(12, 39.56726295754626)	(13, 39.600555101228736)	(14, 39.566865057934024)	(15, 39.60541019487983)	(16, 39.576150141929624)	(17, 39.56901790579251)	(18, 39.55862797255971)	(19, 39.55323901552383)	(20, 39.54741310370595)	(21, 39.550204873720524)	(22, 39.526640493989916)	(23, 39.52602607703838)	(24, 39.52283569632304)	(25, 39.51527188415048)	(26, 39.4113735364066)	(27, 39.38213200822412)	(28, 39.377917258906166)	(29, 39.35846109284606)	(30, 39.340808721343954)	(31, 39.31306292229086)	(32, 39.27347170119287)	(33, 39.27070035218209)	(34, 39.221880186615884)	(35, 39.202250496722684)	(36, 39.19458707745753)	(37, 39.16590067238343)	(38, 34.1236707476341)	(39, 31.864995230601632)	(40, 32.45871901377054)	(41, 31.17059743032299)	(42, 31.936482801540006)	(43, 33.357473919643205)	(44, 32.5244400214333)	(45, 35.75310351851707)	(46, 37.8605680299121)	(47, 38.51280491749441)	(48, 38.72280985281343)	(49, 38.80285542884728)	(50, 38.82101433240858)	(51, 38.221369132763)
NeuN_minus.B70_T1_HS	(1, 31.279327646081228)	(2, 31.38623164575174)	(3, 35.040570684101)	(4, 35.73801176850856)	(5, 36.046809611860034)	(6, 39.47584348700384)	(7, 39.60498620265895)	(8, 39.670933346431255)	(9, 39.70965295220799)	(10, 39.612477566798)	(11, 39.665654552065064)	(12, 39.629558385599786)	(13, 39.64472587733334)	(14, 39.632677171161056)	(15, 39.654155753279724)	(16, 39.629832878384704)	(17, 39.618754184701814)	(18, 39.60822539840588)	(19, 39.603956289450295)	(20, 39.59727643743638)	(21, 39.60047114246325)	(22, 39.57962263103439)	(23, 39.5779534637504)	(24, 39.5774973556024)	(25, 39.56966244935919)	(26, 39.47179443144547)	(27, 39.4402886706799)	(28, 39.44094058669589)	(29, 39.41739715164775)	(30, 39.40960250968012)	(31, 39.381855866903244)	(32, 39.34448837550362)	(33, 39.34379200355313)	(34, 39.295732912084944)	(35, 39.278516099170545)	(36, 39.27091935220398)	(37, 39.243846992552555)	(38, 34.16468445261178)	(39, 31.860282928976808)	(40, 32.47676045152759)	(41, 31.196041435574653)	(42, 31.993867811704977)	(43, 33.458455320463976)	(44, 32.46266800725543)	(45, 35.804377121570774)	(46, 37.96835934086668)	(47, 38.61473580999965)	(48, 38.82678659982646)	(49, 38.905688387275056)	(50, 38.921401420808884)	(51, 38.34047730576722)
NeuN_minus.B71_T1_HS	(1, 31.49208109102773)	(2, 31.475256944877867)	(3, 35.39155788369895)	(4, 35.921422781712046)	(5, 36.13360577255703)	(6, 39.65452084128613)	(7, 39.839015399839596)	(8, 39.90349987960938)	(9, 39.924937413809424)	(10, 39.84053457549363)	(11, 39.92519549163321)	(12, 39.85579880428646)	(13, 39.89678806202383)	(14, 39.868846148201584)	(15, 39.91254312653401)	(16, 39.89463869024033)	(17, 39.87756305831857)	(18, 39.86588571212465)	(19, 39.87286790463386)	(20, 39.863945874859226)	(21, 39.858056733254855)	(22, 39.78690420147956)	(23, 39.799484416873135)	(24, 39.79920533318367)	(25, 39.79496797432011)	(26, 39.72828388608999)	(27, 39.70175630002601)	(28, 39.6903695484134)	(29, 39.65590908306534)	(30, 39.658993195712256)	(31, 39.6625156697307)	(32, 39.65304641901194)	(33, 39.64281742927232)	(34, 39.62746730221304)	(35, 39.61481334453861)	(36, 39.61144706384767)	(37, 39.59829471076334)	(38, 39.58838649389765)	(39, 39.54487336728784)	(40, 39.43515432820016)	(41, 39.510341034462684)	(42, 39.52501016425861)	(43, 39.51700963076607)	(44, 39.50066986939593)	(45, 39.489017399630264)	(46, 39.40757902922743)	(47, 39.439190458127854)	(48, 39.42981742717577)	(49, 39.40082608691445)	(50, 39.41418501111738)	(51, 39.02312308356754)
NeuN_minus.B72_T1_HS	(1, 31.60168991821016)	(2, 31.588724334568134)	(3, 35.635927363703324)	(4, 36.10857898212797)	(5, 36.35974627988987)	(6, 39.97543775225579)	(7, 40.07390552198055)	(8, 40.11516971571849)	(9, 40.14606001398576)	(10, 40.06480719460941)	(11, 40.129754349713316)	(12, 40.06757547147763)	(13, 40.10206588585041)	(14, 40.07967359719366)	(15, 40.11293566203876)	(16, 40.064768452142644)	(17, 40.07690192988341)	(18, 40.08281436554668)	(19, 40.085998523938684)	(20, 40.0827364234749)	(21, 40.07985567154952)	(22, 40.06410887783626)	(23, 40.06033287778872)	(24, 40.05388174279158)	(25, 40.048542691826974)	(26, 39.95477815090206)	(27, 39.959946003591696)	(28, 39.95826049676566)	(29, 39.94676346975475)	(30, 39.9478018973866)	(31, 39.94628056033493)	(32, 39.93016805602092)	(33, 39.92981453577354)	(34, 39.92604186902574)	(35, 39.91047377827374)	(36, 39.90984260368119)	(37, 39.91208397157293)	(38, 39.90170999991257)	(39, 39.8833489468268)	(40, 39.87944477664215)	(41, 39.86497082724633)	(42, 39.86612146327135)	(43, 39.85932341748404)	(44, 39.84301893415207)	(45, 39.83820406838186)	(46, 39.825808117095356)	(47, 39.81530475626255)	(48, 39.80437027596427)	(49, 39.79520474927024)	(50, 39.78319711788047)	(51, 39.58247826417139)
NeuN_minus.B73_T1_HS	(1, 31.49858956157811)	(2, 31.442069900903043)	(3, 35.33222022356752)	(4, 35.81815100493982)	(5, 36.18935813594737)	(6, 39.756295860021815)	(7, 39.90021663669421)	(8, 39.956602652829666)	(9, 39.942281565646546)	(10, 39.85412075733174)	(11, 39.9613305939233)	(12, 39.88337737372626)	(13, 39.93939384104449)	(14, 39.89198880594016)	(15, 39.95425448513369)	(16, 39.91074944068528)	(17, 39.91710772621598)	(18, 39.92329063408701)	(19, 39.92779123502865)	(20, 39.92576648202083)	(21, 39.923945143988696)	(22, 39.90442211514837)	(23, 39.90281302809453)	(24, 39.894991806391765)	(25, 39.88517951044501)	(26, 39.77817213725962)	(27, 39.77646845400081)	(28, 39.77108528932836)	(29, 39.75752564467093)	(30, 39.75424561854491)	(31, 39.7530324014007)	(32, 39.73166937696887)	(33, 39.72861174623184)	(34, 39.72564067433585)	(35, 39.70253360990248)	(36, 39.70231104459036)	(37, 39.69930685467686)	(38, 39.68757260921431)	(39, 39.663810406163684)	(40, 39.661181848315366)	(41, 39.64150684023)	(42, 39.64041748005327)	(43, 39.62982070000478)	(44, 39.608224167211425)	(45, 39.59736509382365)	(46, 39.580969143302475)	(47, 39.56585089575231)	(48, 39.54612686484472)	(49, 39.53548024634299)	(50, 39.52254800884844)	(51, 39.287877645017026)
NeuN_minus.B74_T1_HS	(1, 31.23529675641155)	(2, 31.5243754970598)	(3, 35.426843304630516)	(4, 35.98520907154955)	(5, 36.2645004184671)	(6, 39.84855124634492)	(7, 39.96103337431257)	(8, 40.02018973631368)	(9, 40.03633956054709)	(10, 39.909957552134024)	(11, 40.01348726876309)	(12, 39.95287762491815)	(13, 40.00615789755155)	(14, 39.967389900603656)	(15, 40.00739233320391)	(16, 39.98878381958447)	(17, 39.97127114716197)	(18, 39.968709369915544)	(19, 39.97014801321815)	(20, 39.962451718838)	(21, 39.95966353215378)	(22, 39.8983629166324)	(23, 39.911019952396764)	(24, 39.92200570590819)	(25, 39.90884211155687)	(26, 39.85217355337381)	(27, 39.839632324735675)	(28, 39.837428069461374)	(29, 39.823640873253396)	(30, 39.81771559838713)	(31, 39.80576275778146)	(32, 39.78789640193765)	(33, 39.75773167085481)	(34, 39.7802757562856)	(35, 39.77916665907631)	(36, 39.77528939745422)	(37, 39.76038611006726)	(38, 39.75872611575612)	(39, 39.708991964677004)	(40, 39.69895431695135)	(41, 39.71074517396573)	(42, 39.71624702089421)	(43, 39.70102820788342)	(44, 39.69599217560212)	(45, 39.68572310880457)	(46, 39.588403158958165)	(47, 39.59105850901318)	(48, 39.61837298599696)	(49, 39.64619516012092)	(50, 39.636391078453215)	(51, 39.400258005915795)
NeuN_plus.B21_T2_HS	(1, 31.45337813020829)	(2, 31.695128620348388)	(3, 35.85443384147964)	(4, 36.310954055072685)	(5, 36.501633397917466)	(6, 40.1828359508911)	(7, 40.26834862636146)	(8, 40.28348192332021)	(9, 40.31586520607998)	(10, 40.26408829226758)	(11, 40.313654141399944)	(12, 40.26569751037108)	(13, 40.287533664798694)	(14, 40.27596273260786)	(15, 40.29513510238486)	(16, 40.28732846658892)	(17, 40.24064966594007)	(18, 40.23468950157642)	(19, 40.23913091797751)	(20, 40.2353217415755)	(21, 40.22736467254048)	(22, 40.2144894648515)	(23, 40.076195159915635)	(24, 40.1634503726752)	(25, 40.19512628403156)	(26, 40.14937608765668)	(27, 40.13799510015421)	(28, 40.1166841554302)	(29, 40.10415629911281)	(30, 40.105251655337284)	(31, 40.09849930203777)	(32, 40.099222353038606)	(33, 40.09294362583958)	(34, 40.08970676894612)	(35, 40.08256719776237)	(36, 40.07677896927411)	(37, 40.082578971662976)	(38, 40.0660531304579)	(39, 40.0683812382198)	(40, 40.05083615216942)	(41, 40.074777889057785)	(42, 40.05013152185505)	(43, 40.030046298414184)	(44, 40.02336678991105)	(45, 40.044167153541366)	(46, 40.05568100574846)	(47, 40.02165203277814)	(48, 39.99549349338604)	(49, 40.02233629665889)	(50, 39.985393901099606)	(51, 39.77669613015463)
NeuN_plus.B22_T2_HS	(1, 31.531186079283895)	(2, 31.52098449772043)	(3, 35.49332254125777)	(4, 35.97570639703835)	(5, 36.28918185187515)	(6, 39.90864331493355)	(7, 40.054199246679836)	(8, 40.112568025087214)	(9, 40.086120310688116)	(10, 40.01907143961767)	(11, 40.12827563451556)	(12, 40.053620992924614)	(13, 40.11459881395206)	(14, 40.06300086327582)	(15, 40.113123484200855)	(16, 40.09377804586809)	(17, 40.07817094656245)	(18, 40.07453067791905)	(19, 40.08358901916581)	(20, 40.082995325602575)	(21, 40.07034707762366)	(22, 40.05895153766597)	(23, 40.05185554793439)	(24, 40.03788481896104)	(25, 40.02382928679769)	(26, 39.96671104379727)	(27, 39.939973926491696)	(28, 39.935191557263664)	(29, 39.92312884664029)	(30, 39.89858603413626)	(31, 39.9035428357973)	(32, 39.88206034639165)	(33, 39.87229604797189)	(34, 39.86666846055747)	(35, 39.85571689966945)	(36, 39.825539020259235)	(37, 39.82283356342862)	(38, 39.7930356422002)	(39, 39.779059624157675)	(40, 39.76415171486582)	(41, 39.592772089841944)	(42, 39.70854927991371)	(43, 39.69640199760841)	(44, 39.72012386465767)	(45, 39.73444089409987)	(46, 39.72509275816374)	(47, 39.684952035443956)	(48, 39.68325426204592)	(49, 39.6759707151541)	(50, 39.64682639465631)	(51, 39.41300688604752)
NeuN_plus.B25_T3_HS	(1, 31.5826350010559)	(2, 31.612370771475764)	(3, 35.69041587474423)	(4, 36.16449229195496)	(5, 36.3869769190809)	(6, 40.04344714740108)	(7, 40.155730292826405)	(8, 40.20473901830429)	(9, 40.21039281431933)	(10, 40.13669643671289)	(11, 40.21239700404567)	(12, 40.163490143628664)	(13, 40.19412605474564)	(14, 40.167763034827956)	(15, 40.189575392946495)	(16, 40.17347568779559)	(17, 40.15903004835145)	(18, 40.14952217932302)	(19, 40.15295472535254)	(20, 40.15478691828786)	(21, 40.12220917920154)	(22, 40.12338991810341)	(23, 40.1133659042529)	(24, 40.1183889661629)	(25, 40.11687464116595)	(26, 40.062204955615215)	(27, 40.04883279617751)	(28, 40.04218520396328)	(29, 40.0335041836375)	(30, 40.02889176599668)	(31, 40.02471891023156)	(32, 40.021425891059394)	(33, 40.003699125016674)	(34, 40.00128695229635)	(35, 39.92003301644555)	(36, 39.93983512568437)	(37, 39.90307615494443)	(38, 39.94672842250833)	(39, 39.95812760279992)	(40, 39.962403357246195)	(41, 39.95505873666058)	(42, 39.94233249485343)	(43, 39.8995623806176)	(44, 39.8492397455512)	(45, 39.88177267066393)	(46, 39.90029273433256)	(47, 39.89286137280812)	(48, 39.87766494485725)	(49, 39.87402108882392)	(50, 39.86435875890718)	(51, 39.64813807266054)
NeuN_plus.B27_T1_HS	(1, 31.353941396230955)	(2, 31.474956055810164)	(3, 35.27805898319905)	(4, 35.85792430937186)	(5, 36.201253667724146)	(6, 39.75493278370583)	(7, 39.87038242017972)	(8, 39.906550394499995)	(9, 39.89262741283534)	(10, 39.880367579522456)	(11, 39.96753172142094)	(12, 39.86642196310058)	(13, 39.93899569582222)	(14, 39.90134566609921)	(15, 39.91927705478922)	(16, 39.862307544998494)	(17, 39.8814010646675)	(18, 39.88005645584971)	(19, 39.887184528071266)	(20, 39.89210443081329)	(21, 39.89528117431503)	(22, 39.888717898851226)	(23, 39.882952483688086)	(24, 39.874060538445136)	(25, 39.86872219052032)	(26, 39.780097213303996)	(27, 39.75540894751953)	(28, 39.692973069404125)	(29, 39.7083483536788)	(30, 39.725038508869844)	(31, 39.71941009355302)	(32, 39.709651356238915)	(33, 39.69162443993867)	(34, 39.69769865573368)	(35, 39.69164122241985)	(36, 39.69050835282106)	(37, 39.67296909640858)	(38, 39.67608435378364)	(39, 39.54547313790405)	(40, 39.61328149477554)	(41, 39.58682259532509)	(42, 39.623854502589296)	(43, 39.63594457522304)	(44, 39.62424921105958)	(45, 39.53467081915186)	(46, 39.58361326968598)	(47, 39.5710896223212)	(48, 39.580088457226864)	(49, 39.56939701900247)	(50, 39.53403834149177)	(51, 39.358906583378705)
NeuN_plus.B28_T3_HS	(1, 31.16332969051817)	(2, 31.169453435404833)	(3, 34.51130877597474)	(4, 35.26687845261206)	(5, 35.69511572070055)	(6, 39.04778086543961)	(7, 39.208988063497024)	(8, 39.230627203138575)	(9, 39.22914900143563)	(10, 39.183965284546865)	(11, 39.31543654279581)	(12, 39.225975331206996)	(13, 39.327975821155036)	(14, 39.265522677357104)	(15, 39.324524261360935)	(16, 39.29397869604175)	(17, 39.23474746024925)	(18, 39.21740387495)	(19, 39.2000952945911)	(20, 39.202468393355)	(21, 39.2056773410538)	(22, 39.18862327325868)	(23, 39.14901121641865)	(24, 39.15252388345293)	(25, 39.13958422851807)	(26, 38.973616812788066)	(27, 38.94813479082277)	(28, 38.902496585050045)	(29, 38.91577902192684)	(30, 38.90065074063005)	(31, 38.8796472010734)	(32, 38.875951939064755)	(33, 38.882508733823464)	(34, 38.88586127445236)	(35, 38.86008055981257)	(36, 38.860805095459625)	(37, 38.82323177358465)	(38, 38.81763779637239)	(39, 38.79200615554003)	(40, 38.817481818476374)	(41, 38.79504928398848)	(42, 38.79247472513097)	(43, 38.74394794559457)	(44, 38.757318106789896)	(45, 38.73015681668222)	(46, 38.72050998806622)	(47, 38.625260303822294)	(48, 38.67103395691183)	(49, 38.65421926113534)	(50, 38.641468560203805)	(51, 38.2661486480553)
NeuN_plus.B30_T1_HS	(1, 31.44915828352272)	(2, 31.587281961125843)	(3, 35.60228279511419)	(4, 36.096311846387984)	(5, 36.38422354648066)	(6, 40.040537674671825)	(7, 40.14555697460687)	(8, 40.18153195882745)	(9, 40.17235938310162)	(10, 40.12938791753075)	(11, 40.21673732698889)	(12, 40.14667603282008)	(13, 40.201994466022455)	(14, 40.147713230221086)	(15, 40.193764058648355)	(16, 40.176727263137806)	(17, 40.16276120718932)	(18, 40.16089361592117)	(19, 40.15908626674535)	(20, 40.1714568058668)	(21, 40.136284790326755)	(22, 40.1536098527169)	(23, 40.14275559634522)	(24, 40.13696008586382)	(25, 40.12539699124101)	(26, 40.079426520165825)	(27, 40.0526780461433)	(28, 39.999556790320675)	(29, 40.0164502732461)	(30, 40.02914182702826)	(31, 40.02470305971073)	(32, 39.97238497994246)	(33, 39.93733128844322)	(34, 39.96726267397885)	(35, 39.98600333913312)	(36, 39.94915783421279)	(37, 39.96494031194136)	(38, 39.97052993478992)	(39, 39.95883477761129)	(40, 39.96501517388744)	(41, 39.93212418387172)	(42, 39.87009276660098)	(43, 39.896693607750635)	(44, 39.92026684309109)	(45, 39.87543316069003)	(46, 39.886867787236405)	(47, 39.87387834097356)	(48, 39.87387942968607)	(49, 39.797221540000784)	(50, 39.8404674993739)	(51, 39.66284089057651)
NeuN_plus.B31_T1_HS	(1, 31.433610067333245)	(2, 31.34629456269238)	(3, 35.03835816387052)	(4, 35.640047640178494)	(5, 36.05561521947975)	(6, 39.552370394226195)	(7, 39.68360668889984)	(8, 39.75990297068139)	(9, 39.726245327893324)	(10, 39.68234848917525)	(11, 39.80028668318993)	(12, 39.70559820995662)	(13, 39.78274967992011)	(14, 39.70890686982028)	(15, 39.77205190610857)	(16, 39.749523640890025)	(17, 39.72378817549731)	(18, 39.72845965983372)	(19, 39.688374600838095)	(20, 39.714263393763666)	(21, 39.70503550520133)	(22, 39.69677948524197)	(23, 39.70696106999182)	(24, 39.68422819617759)	(25, 39.676027298026405)	(26, 39.5810921991546)	(27, 39.575379214924624)	(28, 39.55981555460612)	(29, 39.54031345887497)	(30, 39.52796674284382)	(31, 39.53004081645427)	(32, 39.504902942587044)	(33, 39.443166019560344)	(34, 39.463190492220676)	(35, 39.471453944733526)	(36, 39.465590335717415)	(37, 39.465031845113266)	(38, 39.42441251354663)	(39, 39.43071480324964)	(40, 39.426560201442825)	(41, 39.40682495824434)	(42, 39.397039112514705)	(43, 39.38287152756613)	(44, 39.37052415362953)	(45, 39.345882002630056)	(46, 39.33342977278933)	(47, 39.33312233534956)	(48, 39.30993088365379)	(49, 39.2938907931004)	(50, 39.268092204346715)	(51, 38.953852946822536)
NeuN_plus.B32_T3_HS	(1, 31.375243444745134)	(2, 31.411921580187347)	(3, 35.076414899643744)	(4, 35.72193813061752)	(5, 36.03521484849762)	(6, 39.39486968086376)	(7, 39.55187267798981)	(8, 39.58383127627429)	(9, 39.63808159130811)	(10, 39.51877678227361)	(11, 39.591827990487694)	(12, 39.535325934629654)	(13, 39.54324725774572)	(14, 39.52059695672178)	(15, 39.52447502114261)	(16, 39.483905812701785)	(17, 39.43570899011289)	(18, 39.41402214080887)	(19, 39.4050370051095)	(20, 39.39976823783753)	(21, 39.39095621467731)	(22, 39.352767345545445)	(23, 39.33378707643673)	(24, 39.29136497309926)	(25, 39.249767982274484)	(26, 39.089990848329364)	(27, 39.022425908294096)	(28, 38.95898238315972)	(29, 38.880524256996544)	(30, 38.80134990493474)	(31, 38.72604450500497)	(32, 38.61444104634045)	(33, 38.53946647486311)	(34, 38.44737475169537)	(35, 38.34862603024375)	(36, 38.258857584604144)	(37, 37.217696370661265)	(38, 29.20413037217604)	(39, 28.260221306701375)	(40, 28.225384440132178)	(41, 27.852378743087336)	(42, 28.218867456878765)	(43, 28.475292563123862)	(44, 29.41713213355004)	(45, 31.76999772423206)	(46, 34.726960007232854)	(47, 36.00060520260996)	(48, 36.43226477537726)	(49, 36.54034326557449)	(50, 36.26961815027157)	(51, 32.03852795101368)
NeuN_plus.B33_T1_HS	(1, 31.297492420677216)	(2, 31.183985032808454)	(3, 34.713287311996446)	(4, 35.330030733262554)	(5, 35.85386451640137)	(6, 39.269660419864806)	(7, 39.44493295507189)	(8, 39.51973571049358)	(9, 39.30005788869458)	(10, 39.34723236213202)	(11, 39.51320509810287)	(12, 39.431914557882415)	(13, 39.53337219040925)	(14, 39.41887024186297)	(15, 39.514944676297134)	(16, 39.506553266559465)	(17, 39.474650024846156)	(18, 39.45436054247516)	(19, 39.48104528775726)	(20, 39.465875429221086)	(21, 39.43606528187214)	(22, 39.37158891775132)	(23, 39.41305462004434)	(24, 39.08583147556911)	(25, 39.407836183151026)	(26, 39.308642875972424)	(27, 39.272574899018274)	(28, 39.25177874916719)	(29, 39.25238599599663)	(30, 39.238160666460836)	(31, 39.23128120170174)	(32, 39.20458198871134)	(33, 39.174337988726975)	(34, 39.154684609218165)	(35, 39.147215243002826)	(36, 39.15199806096986)	(37, 39.14902100748953)	(38, 39.12716351528954)	(39, 39.109019322170205)	(40, 39.08671793527663)	(41, 39.09454212749576)	(42, 39.078440679528214)	(43, 39.07309000897177)	(44, 39.051062397161935)	(45, 39.025548524108196)	(46, 39.00119853750323)	(47, 38.99021397462737)	(48, 38.970973569799064)	(49, 38.96480302274683)	(50, 38.957172189762275)	(51, 38.59668073858028)
NeuN_plus.B34_T4_HS	(1, 31.55462982391754)	(2, 31.562989008587454)	(3, 35.55171062828442)	(4, 36.0347039083699)	(5, 36.323347866347795)	(6, 39.96548663837075)	(7, 40.08964046400013)	(8, 40.147603849337656)	(9, 40.118545810038405)	(10, 40.0474616974806)	(11, 40.139562129685686)	(12, 40.08136754086318)	(13, 40.12865705392727)	(14, 40.080547143827964)	(15, 40.12607912284081)	(16, 40.11153680179449)	(17, 40.09726978391326)	(18, 40.09121337767559)	(19, 40.09298340412768)	(20, 40.10217948558513)	(21, 40.068691610842976)	(22, 40.069906835474875)	(23, 40.062415590456055)	(24, 40.06309646392999)	(25, 40.059120061247384)	(26, 39.999101751225766)	(27, 39.982714148300566)	(28, 39.97825486917192)	(29, 39.97201184828965)	(30, 39.957117143707364)	(31, 39.95401754200236)	(32, 39.948946774903284)	(33, 39.92788968562854)	(34, 39.924849347572135)	(35, 39.836834494860085)	(36, 39.85893757812572)	(37, 39.81729681265235)	(38, 39.863527688813846)	(39, 39.873203843452686)	(40, 39.876975852396114)	(41, 39.870937300508444)	(42, 39.85381849704264)	(43, 39.80853476686894)	(44, 39.75691904508464)	(45, 39.78550299400894)	(46, 39.798534882197885)	(47, 39.79181984046489)	(48, 39.7690351123572)	(49, 39.76637193568604)	(50, 39.76016733269914)	(51, 39.533087845114096)
